index,Maximum Installs
5424,116
5425,557173
5426,5
5427,5558
5428,51
5429,181
5430,503
5431,6127
5432,136
5433,124902
5434,65
5435,15053
5436,195
5437,13406
5438,134
5440,84737
5441,9383
5442,1073
5443,4128
5444,531
5445,1669
5447,0
5448,7951
5449,26
5450,93
5451,3985
5452,1569
5453,82
5454,237
5455,57123
5456,96
5457,2431
5458,1871
5459,2
5460,3
5461,45
5462,787
5463,334
5464,6961
5465,1463
5467,50
5468,51387
5469,1396220
5470,39167
5471,393
5472,13185
5473,100
5474,792
5475,7056
5476,21834
5477,1723
5478,2219
5479,19
5480,3468
5481,58778
5482,437
5483,17394
5484,78
5485,668
5486,101621
5487,55411
5488,14039
5489,0
5490,90
5491,1517
5492,317
5493,5
5494,4074
5495,51001
5496,88428
5497,583
5498,37925
5499,158
5500,2527
5501,6
5502,1688
5505,11
5506,540
5507,8730
5509,37806
5510,692
5511,19
5512,216
5513,210367
5514,2223735
5515,351
5516,0
5517,75
5518,13882
5519,2307
5520,12
5521,13075
5523,2
5524,527
5525,1952
5526,3384
5527,289
5528,4915
5529,5430
5530,1255
5531,1627
5532,8750
5533,1642
5534,30
5535,5496
5536,13905
5537,4831
5538,149
5539,10
5540,232
5541,4
5542,693
5543,6
5544,391
5545,8750
5546,5584
5547,322263
5549,6
5550,2384769
5551,141
5552,36010
5553,14043
5554,1763
5555,235878
5557,122
5558,3461
5560,5940
5561,662
5562,119
5563,950
5564,17096
5565,5951
5566,5251
5567,1148432
5568,5
5569,711
5571,1569
5572,1502
5573,12228
5574,5
5575,116785
5576,30440
5577,240
5578,91
5579,84052
5581,457276
5582,5261
5583,1481
5584,2482
5585,19870
5586,29
5587,11297
5588,80
5589,232
5590,65
5591,5261
5592,1640
5593,254
5594,3528
5595,571488
5596,210367
5597,15
5598,36
5599,80
5600,5828
5601,1186
5602,26774
5603,1345343
5604,1033
5605,2067584
5606,4469
5607,544
5608,1976
5609,268
5610,47766
5611,236
5612,59
5613,5
5614,15
5615,331
5617,304
5618,9
5620,5
5621,7920
5623,222
5624,662
5625,17118
5626,2071
5627,75510
5628,46
5629,2
5630,559054
5631,30
5632,6628
5633,122977
5634,1768
5635,101266
5636,2942
5637,3013
5638,3665
5639,48
5640,130
5641,55
5642,125
5643,567
5644,108
5645,1038
5646,267
5647,155147
5648,897
5649,501
5650,364662
5651,6973
5652,2044
5653,339
5654,36
5655,1242
5656,1592699
5657,1869
5658,3855
5659,38
5660,724
5661,412
5662,58235
5663,29821
5664,13449
5665,290784
5666,581
5667,16
5668,604
5669,22
5670,486464
5671,187
5672,65
5673,9
5674,10558
5675,18188
5676,26
5677,36
5678,14
5679,2004
5680,1751
5681,300
5682,5525
5683,2
5684,4915
5685,89
5686,208
5687,14
5688,1186
5690,6589
5691,9
5693,699
5694,216
5695,97
5697,781211
5698,239
5699,7066
5700,513
5701,1078
5702,27
5703,34
5704,581
5705,176
5706,844
5707,13106
5708,22
5709,1558
5710,11406
5711,2613
5712,645
5713,3147207
5714,105
5715,12849
5716,31
5717,22
5718,12956
5719,15
5720,547205
5721,73549
5722,156
5723,95
5724,37
5726,373
5727,6238
5728,36
5729,8
5730,538439
5731,1970
5732,1555
5733,147
5735,22
5736,182
5738,3251
5739,205
5740,1
5741,36
5742,7
5743,5271
5745,36
5746,23455
5747,63
5748,26935
5749,4038
5750,11388
5751,26
5752,2431
5753,3
5754,79
5755,26277
5756,7171
5757,1952
5758,2
5759,30
5760,144
5762,725
5763,643
5764,1
5765,252
5766,3274
5767,4013
5768,143698
5769,644
5770,56
5771,73503
5772,136
5773,1642
5774,1470
5775,4
5776,4005
5777,461
5778,35
5779,79751
5780,11813
5781,183
5782,374
5783,7063
5784,6
5785,2773
5786,3169
5787,40078
5789,158
5790,210
5791,9134
5792,51634
5793,14517
5794,47
5795,373
5796,107064
5797,509454
5798,8027
5799,5794
5800,56069
5801,1508
5802,7
5803,8
5804,1645
5806,7439
5807,12
5808,3550
5809,114295
5810,435
5811,19
5812,504
5814,111591575
5815,183
5816,33
5817,1579
5818,213659
5819,24417
5820,92
5821,174
5822,63
5823,2814
5824,61
5825,4105
5826,1
5827,14967
5828,19
5829,719
5830,2335
5831,348
5832,2059
5833,8065
5834,33958
5835,6
5836,4190
5837,903
5838,384
5839,15124
5840,48
5841,25
5843,137283
5844,186
5845,2544
5846,168
5847,40
5848,26029
5849,127
5850,921
5852,46
5853,141
5854,67
5855,61081
5856,29
5857,14884
5858,139
5860,6236
5861,50
5862,243
5863,22600
5864,954
5865,830
5866,155
5867,5
5868,3256
5869,74
5870,4190
5871,8
5872,110641
5873,1053
5874,46
5875,25891
5876,5
5879,18548
5880,1958
5881,1723
5882,14
5883,70
5884,13873
5886,16516
5887,1794310
5888,51
5889,12
5890,4198
5891,1083
5892,116806
5893,30
5894,781211
5895,1261
5896,573095
5897,21500
5898,2751
5899,6
5900,147585
5901,33
5902,730
5903,534
5904,1951
5905,1
5906,6602
5907,23353
5908,82
5909,3691
5910,2940
5911,135
5912,2616646
5913,10796
5914,21753
5915,910
5916,264
5917,333
5918,100
5919,8792
5920,577
5921,1647
5922,6277
5923,398
5924,255
5925,0
5926,119
5927,20
5928,773
5929,9
5930,42
5931,4858
5932,2126
5933,7
5934,3500
5935,13
5936,45
5937,297800
5938,14
5939,9
5940,0
5941,104
5942,151
5943,8855
5944,4431
5945,589
5946,249
5947,156
5948,2553
5950,37
5951,5295
5952,1106
5953,712
5954,0
5955,74
5956,950
5957,20327
5958,1187
5959,775612
5960,193
5961,14387
5962,1893
5963,389
5964,189
5965,5392
5966,15
5967,4
5969,654911
5970,82
5971,601
5972,19
5973,87
5974,13002
5975,4276
5976,2
5977,261
5978,2177
5979,71
5980,51
5981,98818
5982,6783
5983,15
5984,57
5985,509
5986,226
5987,58
5988,71
5989,4209
5990,181
5991,183
5992,527
5993,6140
5994,98
5995,81
5996,2572
5997,300
5998,824
5999,6298
6000,15379
6001,3059
6002,7
6003,3783
6004,56
6006,2252
6007,699041
6008,135
6009,17824
6010,104
6011,4400
6012,2992
6013,1642
6014,475
6015,262422
6016,2563
6018,45
6019,218
6020,404
6021,152
6022,5
6025,2698
6026,4316
6027,226
6028,11323
6029,7655
6030,25849
6031,377
6032,119011
6033,295713
6034,5161
6035,1386
6036,13558
6038,2016
6039,516338
6040,4209
6041,1850
6042,11063
6043,19
6044,96
6045,1410
6046,781
6047,5
6048,4276
6049,11394
6050,90
6051,219
6052,3934
6053,162
6054,7
6055,87
6056,200
6057,1721
6058,22
6059,2442
6060,284
6061,65
6062,56069
6063,1452
6064,11328
6065,517
6066,624424
6067,13
6068,6954
6069,26
6070,29116
6071,2178
6073,961
6074,474
6075,16744
6076,548
6077,1216
6078,441301
6079,1105
6080,34
6082,710
6083,192
6084,56
6085,76193
6086,18
6087,885
6088,22455
6089,4492
6090,261
6091,283
6092,524
6093,104
6094,1368
6095,39
6096,266197
6097,4894
6098,217
6099,897
6100,7698
6101,20
6102,576
6103,2914
6104,268
6105,1099097
6106,21165
6107,165
6108,145
6109,38452
6110,165
6111,8510
6112,8
6113,186
6115,6783
6117,740
6118,35
6119,11394
6120,42
6121,150
6122,11297
6123,11063
6124,90
6125,42252
6126,1688
6127,9310
6128,4
6130,1850
6131,4470
6132,96
6133,1839
6134,33
6135,108
6136,4841
6137,282
6138,2850
6139,8045
6140,29077
6141,6143
6142,2616646
6143,81
6144,160
6145,82212
6146,11
6147,61
6148,8729
6149,1206727
6150,165
6151,3293
6152,1936
6153,1241722
6154,200
6155,792
6157,629
6159,1289
6160,2581
6161,249
6163,151
6164,5393
6165,888
6166,746
6167,11
6168,23204
6169,362
6170,129921
6171,58
6172,7
6173,17871
6174,7066
6175,22
6176,8
6177,67910
6178,9255
6179,113422
6180,41092
6181,6
6182,62
6183,58
6184,63
6185,721
6186,3186
6187,77
6188,527
6190,7
6191,365
6192,1034
6193,136
6195,1
6196,217
6197,100
6198,265
6199,97395
6200,511
6201,54
6202,46
6203,182
6204,3457
6205,16245
6206,32095
6207,201
6208,43
6209,503
6210,150
6211,225
6212,315
6213,5542
6215,485
6216,27
6217,478481
6218,5
6219,8
6220,8
6221,8434
6222,40
6223,45180
6224,16
6225,7920
6226,523
6227,1950
6228,29454
6229,36
6230,55143
6231,334
6232,105
6233,24802
6234,1268
6235,4397
6236,9705173
6237,6320
6238,148266
6239,17105
6240,454
6241,4394
6242,5471
6243,3878
6244,1
6245,50
6246,8346
6247,7412
6248,46606
6249,45
6250,9363
6251,22790
6252,175
6253,6140
6254,5039
6255,159
6256,55143
6257,30519
6259,4177
6260,3217
6261,322263
6262,144981
6263,65
6264,362
6265,147585
6266,1645
6267,5496
6268,31
6269,272
6270,604
6271,226
6272,74
6273,421
6274,44
6275,1060
6276,18
6277,346
6279,278
6280,1191
6281,133669
6282,43196
6283,7735
6284,1993
6285,14024
6286,11475
6287,21748
6288,56
6289,707
6290,1025
6292,4136
6293,1
6294,93
6295,673
6296,47
6297,167
6298,11221
6299,33
6300,3550
6301,129
6302,821
6303,265
6304,1695
6305,9811705
6306,10
6308,6637
6309,90
6310,57711
6311,62
6312,2460
6313,18
6314,10529
6315,44
6316,22790
6317,275
6318,7655
6319,6
6320,11125
6322,20
6323,240
6324,13558
6325,45180
6326,15483
6327,1574
6328,247
6329,16
6330,12
6331,317
6332,52
6333,61
6334,178975
6335,11
6336,11592
6337,74
6338,118896
6339,324
6340,0
6341,673
6342,12439
6343,7877
6344,5
6345,107
6346,337158
6347,1375
6348,359
6349,125
6350,5016
6351,3786
6352,567
6353,24396
6354,12551
6355,3
6356,161202
6357,32741
6358,34
6359,45905
6360,1471
6361,94
6362,1247
6363,56187
6364,2191
6365,647
6366,9
6367,16396
6368,50385
6369,1161
6370,7634
6371,4548
6372,5
6373,160
6374,110
6375,51
6376,8228
6377,7797
6378,363
6379,93
6380,3
6381,136
6382,0
6383,216979
6384,5428
6385,1161
6386,177
6387,165
6388,311
6389,5398
6390,143287
6391,658
6393,1584
6394,22
6395,528
6396,236
6397,102
6398,2087
6400,1281
6401,28
6402,6317
6403,23
6404,4074
6405,22
6406,245
6407,69
6408,885
6409,1417
6410,76
6411,61
6412,24
6413,2
6414,123
6415,77393
6416,368
6417,1
6418,4939
6419,29656
6420,33
6421,80
6422,19052
6423,18043
6424,192
6425,19
6426,342
6427,285
6428,3
6429,4882
6430,2026
6431,96
6433,3608
6434,3
6435,102
6436,1447
6437,5
6438,19307
6439,204
6440,4667
6441,68
6442,145682
6443,13461
6444,33550
6445,31
6446,5
6447,3899
6448,2
6449,1
6450,21
6451,92
6452,12
6453,5569
6454,1569
6455,5
6456,157
6457,1493
6458,5834
6459,195938
6460,311
6461,468266
6462,524
6463,2
6464,4207
6465,1742
6466,2044
6467,22
6468,283
6469,187
6470,82
6471,58069
6472,11592
6474,7755
6475,53
6476,1377
6477,91
6478,17044
6479,103612
6480,412
6481,1058
6482,25
6483,2482
6484,3936
6485,1871
6486,1109
6487,4
6488,45
6489,147585
6490,56069
6491,37512
6492,146
6493,75
6494,768
6495,647
6496,756
6497,118
6498,12
6499,2870
6500,7894
6501,36246
6502,5687
6503,30
6504,546
6505,14
6506,109
6507,272029
6508,5
6509,134
6510,285
6511,35
6512,1253
6513,174881
6514,1016
6516,14
6517,3122035
6518,66
6519,1708
6520,125
6521,68
6522,24
6523,94
6524,36
6525,353
6526,147
6527,334
6528,271
6529,82
6530,2219
6531,166
6532,44
6533,3545
6534,0
6535,24649
6536,251
6537,1
6538,19
6539,470
6540,7732
6541,2
6542,215
6543,1470
6544,30
6545,373
6546,71
6547,11
6548,73
6549,110
6550,21
6551,41292
6552,30
6553,143387
6554,65
6555,1016
6556,1347
6557,626
6558,112
6559,107
6560,279
6561,611
6562,16
6563,35
6564,1385
6565,8
6566,224394
6567,1129
6568,102
6569,76
6570,13
6571,2593
6572,29567
6573,4882
6574,236387
6576,1053
6577,391
6578,635
6579,285
6580,205
6582,190410
6583,0
6584,206
6585,384
6586,247286
6587,2259
6588,4
6589,252
6590,419
6591,5461
6592,278
6593,1382
6594,0
6595,69
6596,37
6597,5569
6598,9531
6599,245946
6600,3792
6601,15699
6602,9
6603,24
6604,320
6605,285
6606,8
6607,2977
6608,20
6609,2942
6610,10
6612,18446
6613,9776
6614,22600
6615,6
6616,42
6617,11505
6618,76
6619,3310
6621,15
6622,5
6623,5907
6624,5
6625,35737
6626,317
6627,159
6628,8
6629,38635
6630,22
6631,151
6632,103
6634,45
6635,16
6636,14
6637,2432
6638,1890
6640,1291
6641,5558
6642,17
6643,148
6644,144524
6645,2523
6646,15
6647,17650
6648,13449
6649,247
6650,204
6651,3
6652,171
6653,7983561
6654,1430362
6655,6669
6656,78787
6657,84
6658,12526
6660,3
6661,2915
6662,859566
6663,11586
6664,484250
6665,1076
6666,364
6667,135026
6668,65
6669,6030
6670,3077
6671,16
6672,6315
6673,3016
6674,2
6675,20
6676,126
6677,8790
6678,46
6679,71
6680,5292
6681,991
6682,265
6683,8001
6684,1889
6685,58069
6686,245075
6687,392
6688,106
6689,160
6690,468
6691,6808
6692,45
6693,47
6694,23241
6695,339
6696,2006
6697,585
6698,0
6699,355
6700,226
6701,3122035
6702,161
6703,26
6704,21
6705,1374
6706,8434
6707,8
6708,126
6709,307
6710,25084
6711,1039
6712,43972
6713,5090
6714,8
6715,10406
6716,15805
6718,19500
6719,446
6720,29
6721,151
6722,308
6723,1053
6724,22
6725,8587
6726,2016
6727,1
6729,10496
6730,992
6731,4197
6732,175
6733,108
6734,6869
6735,95
6736,6202
6737,1584
6738,7
6739,46
6740,9156
6741,11648
6743,341
6744,974
6745,26654
6746,155831
6747,335783
6748,33
6749,469
6750,265
6751,11872
6752,342
6753,255
6754,683
6755,69
6756,4729
6757,298
6758,36
6759,29
6760,123
6761,9732
6762,540
6763,16
6764,11814
6765,1148432
6766,224
6767,1642
6768,6221
6769,16104
6771,44108
6773,904
6774,1247
6775,215
6776,877
6777,148
6778,61081
6779,2380
6781,2197
6782,7947
6783,70903
6784,4005
6785,279
6786,613968
6788,88
6789,576
6790,1767
6791,85515
6792,1867006
6793,125070
6794,42
6795,1492
6796,45
6797,121918
6798,652
6799,4
6800,133669
6801,2178
6802,12
6803,5263
6804,1504
6805,184
6806,1716
6807,35
6809,1046
6810,70978
6811,1838
6812,1546
6813,35587665
6814,30440
6815,13905
6816,35825
6817,276
6818,954
6819,21748
6820,36
6822,3831
6823,71749
6824,160184
6825,1003
6826,2479
6827,18891
6828,34575
6829,8472
6830,200
6831,160
6832,774
6833,735
6834,65
6835,1594
6836,457155
6837,62731
6838,456
6839,764
6840,2211
6841,10
6842,116
6843,37353
6844,1447
6846,827
6847,298
6848,1306
6849,35
6851,86
6852,100128
6853,30
6854,3230
6855,24126
6856,7430
6857,52
6858,129
6859,64
6860,3
6861,3273
6862,13185
6863,44591
6864,175
6865,2
6866,1642
6867,8
6868,5947
6869,22
6870,16495
6872,171
6873,897
6874,53
6875,709
6876,143387
6877,318
6878,3240
6879,9
6880,38
6881,55
6882,278
6883,2
6884,27
6886,422
6887,15
6888,7140
6889,894
6890,281
6891,4198
6892,66
6893,62
6894,17085
6895,7
6896,191
6897,974
6898,10472
6899,366
6900,398
6901,124145
6902,6
6903,367796
6904,17
6905,26935
6906,643
6907,138
6908,74
6909,6
6910,112
6911,2274
6912,21748
6913,248
6914,12
6915,1776
6916,1483
6917,279
6918,8750
6919,15645
6920,13
6921,1714
6922,208
6923,20493
6924,43
6925,4038
6926,56187
6927,3838
6928,7518
6929,8923
6930,179303
6931,5
6932,28158
6933,127197
6934,31006
6935,135
6936,2
6937,7720
6938,258
6939,22
6940,139
6941,15
6942,32
6943,6
6944,1132
6946,1995
6947,2380
6948,232
6949,41243
6950,103
6951,92
6952,101
6953,23
6954,981
6955,23
6956,981
6957,319
6958,936842
6959,2
6960,109
6961,134
6962,175
6963,128
6964,320
6965,493
6966,162
6967,535853
6968,9705173
6969,1795
6970,113037
6971,8157
6972,84
6973,423
6974,1232
6975,114951
6976,89
6977,298
6978,587
6979,22
6980,102
6981,3059
6982,493
6983,91978
6984,368
6985,1720
6986,4198
6987,1317
6988,888
6989,25
6990,43396
6991,83
6992,30519
6993,8157
6994,142
6995,183
6997,322263
6998,1359
6999,5349
7000,33989
7001,1
7003,83
7004,1
7005,398
7006,8391
7007,48
7008,8729
7009,16
7010,132
7011,44
7012,3575
7013,103
7014,5
7015,1569
7017,874337
7018,11255
7019,449
7020,133
7021,51
7022,368
7024,29
7025,17
7027,213
7028,206
7029,57
7030,1595
7031,9129
7032,85
7033,11388
7034,22192
7035,7412
7036,3368
7037,22
7038,19716
7039,1388
7040,4035
7042,1114
7043,6378
7044,786
7045,4827
7046,2401
7047,1407
7048,96
7049,335
7050,195938
7051,0
7052,41
7053,242
7054,87
7055,22
7056,3
7057,396171
7058,19603
7059,274
7060,27
7061,21180
7062,90
7063,866
7064,8078
7065,535
7066,1364
7067,108979
7068,147311
7069,11992
7070,48
7071,26
7072,5349
7073,4548
7074,352
7075,225
7076,29
7077,12956
7078,174
7079,365
7080,21
7081,1191
7082,47
7083,60
7084,84
7085,132
7086,20785
7087,23930627
7088,933
7089,4159
7090,577
7091,1291
7092,45
7093,408519
7094,89
7095,8157
7096,559054
7097,94
7098,181
7099,205
7100,1793
7101,13977
7102,101
7103,417
7104,1515
7105,22
7107,491
7108,2469
7109,818
7110,4827
7111,3
7112,319
7113,9476
7114,1303
7115,393
7116,72
7117,6
7118,1135883
7119,69
7120,973
7121,2
7122,315
7123,2103
7124,5
7125,11221
7126,95676
7127,6793
7128,681
7129,7308
7130,16042
7131,1574
7132,2191
7133,5586
7134,35
7135,6913
7136,599
7137,79
7138,247286
7139,9650
7140,1033
7141,5584
7142,18904
7144,40
7145,461
7146,4316
7147,45933
7148,4020
7149,408102
7150,41445
7151,327
7152,1838
7153,345
7154,73
7155,11758
7156,12
7157,160
7158,385
7159,57517
7160,49311
7161,213
7162,840
7163,15693
7164,354
7165,985
7166,752
7167,16
7168,8115
7169,5567
7170,741
7171,184529
7172,11151
7173,4240
7174,5
7175,828
7176,350
7177,156
7178,604
7179,4372998
7180,362
7181,1199
7182,2773
7183,190584
7184,22576
7185,29
7186,1290
7187,73
7188,149
7190,7065
7191,85
7192,258
7193,113
7194,1
7196,76
7197,1078
7198,738
7199,56839
7200,150
7201,701
7202,24023
7203,1234
7204,1794310
7205,147311
7206,26881
7207,192217
7208,4409
7210,15
7211,13002
7212,7510
7213,1341
7214,324
7215,1900
7216,36
7217,11095
7219,1874
7220,3381
7221,104299
7222,86356
7223,961
7224,76193
7225,93
7227,93
7228,108833
7229,10236
7230,56
7231,444
7232,9650
7233,30
7234,100
7236,957
7238,11
7239,161
7240,509
7241,427458
7242,61081
7243,86
7244,3989
7245,29821
7246,5346
7247,5466
7248,86
7249,115
7250,4210
7251,2572
7252,239461
7253,551013
7254,352
7255,192
7257,1121
7258,840
7259,1130
7260,12
7261,21078
7262,5988
7263,1105
7264,34
7265,897
7266,6954
7267,16
7268,10
7269,645
7271,781
7272,167
7273,47
7274,471
7275,27019
7276,3416
7278,2406
7279,6
7280,31
7281,57517
7282,65820
7283,1440
7284,30
7285,14
7286,242108
7287,80
7288,9243
7289,7
7290,333
7291,3766
7292,144
7293,20
7294,3368
7295,2031
7296,136474
7297,115
7298,45
7300,859566
7301,1774
7303,47
7304,7
7305,6559
7306,113090
7307,5399
7308,337
7309,39167
7310,6158
7311,871
7312,501
7313,245
7314,38681
7315,183
7316,395
7317,877
7318,3447
7319,6079
7320,511037
7321,167
7322,21
7323,561
7324,784
7325,9255
7326,457155
7327,15652
7328,63
7329,5
7330,11355
7331,2161
7332,15136
7333,79133
7334,693
7335,73
7336,479
7337,15
7338,35
7339,36823
7340,1782
7341,60
7342,257
7343,396671
7344,216
7345,242
7346,5191
7347,25
7348,283
7349,300
7350,15
7351,5
7352,115
7353,8730
7354,3383
7356,8794
7357,15
7358,21
7360,7238
7361,79
7362,211
7364,6568
7365,5799
7366,666
7367,737
7368,183
7369,89
7370,1017
7371,5111
7372,30
7373,39865
7374,497
7375,4159
7376,26
7377,30
7378,23
7379,67
7380,16
7381,37
7382,768
7383,588
7385,13639
7386,219431
7387,3
7388,1463
7389,40882
7390,103902
7391,368
7392,47
7393,50
7394,36
7395,80
7396,328
7397,7263
7398,444
7399,212
7400,8
7401,11
7402,251
7403,25300
7404,20
7405,45
7406,7063
7407,53
7408,5558
7409,5617
7410,433
7411,1871
7413,145
7414,147
7415,16392
7416,8795
7417,3016
7418,174
7419,130
7420,21
7421,1364
7422,25
7423,553
7424,30
7425,7099
7426,2769
7427,3323
7428,92897
7429,58069
7430,15136
7431,145
7432,12481
7433,19582
7434,8521
7435,89
7436,1268
7437,21214
7438,208
7439,1038
7440,73
7441,5120
7442,2103
7443,23
7444,104779
7445,458863
7446,81
7447,15839
7448,812
7449,762
7450,44
7452,224
7454,4
7455,525
7456,13726
7457,740
7458,41
7459,35710
7460,1834
7461,1900
7462,928
7463,404
7464,7
7465,55
7466,43
7467,45
7468,361
7469,26851
7470,5815
7471,1
7472,38
7473,287
7474,19943
7475,76221
7477,1053
7478,22
7479,271
7480,223
7481,3659
7482,12
7483,391
7484,33
7485,1672
7486,668
7487,32231
7488,904
7489,20
7490,27581
7491,20320
7492,1970
7493,3060
7494,5449
7495,46
7496,48
7497,62
7498,8556
7499,82
7500,7877
7501,259
7503,1818
7504,134
7505,172
7506,145855
7507,219
7508,10558
7509,4372998
7510,2206
7511,48
7512,36
7513,41795
7514,41
7515,12799367
7516,13185
7518,6933
7519,19
7520,979
7521,5075
7522,5
7523,857433
7524,10814
7525,486
7526,286
7527,676
7528,169
7530,433
7531,1916
7532,1793
7533,608
7534,4614
7535,790
7536,1386
7537,1763
7538,1833
7539,1034
7540,14043
7541,1647
7542,165
7543,6669
7544,4904
7545,39905
7546,3
7547,145
7548,11287
7549,2
7550,356
7551,59
7552,20
7553,2035
7554,145925
7555,183
7556,271
7557,89
7558,22
7559,1599
7560,1958
7561,644
7562,86465
7563,106477
7564,5161
7565,413
7566,659173
7567,1269
7568,4
7569,232
7570,2026
7571,51001
7572,240
7573,337158
7574,78
7575,113233
7576,6669
7577,85
7578,11
7581,55
7582,1
7583,29
7584,3180
7585,1031
7586,21
7587,23800
7588,3624
7589,1297
7590,120
7591,72
7592,554
7593,2
7594,31121
7595,3
7597,40
7599,96
7600,10
7601,25
7602,86
7604,6143
7605,6
7606,110
7607,115616
7608,297
7609,2016
7610,109
7611,251
7612,7
7613,30793
7614,4928
7615,590
7616,6828
7617,96
7618,3728
7619,37
7620,217699
7622,57
7623,57
7624,74
7625,109890
7626,147311
7628,204
7629,9046
7630,5111
7631,2506
7632,32
7633,159
7634,18
7635,491
7636,247
7637,15
7638,1
7639,2311
7640,44
7641,13
7642,94
7643,67
7644,1558
7645,253215
7646,1712
7647,90
7648,8001
7649,156433
7650,534
7651,159
7652,215
7653,23359
7655,20
7656,221
7657,516338
7658,79
7659,359
7660,920106
7661,265
7663,25
7665,12402
7666,27
7667,2460
7668,63979
7669,62821
7670,5493
7671,618
7672,1297
7673,168
7674,61
7675,1078
7676,5543
7677,160
7678,9705173
7679,2
7680,3855
7681,477
7682,70
7683,64333
7684,3090
7685,141
7686,19101
7687,576
7688,62081
7689,42566855
7690,538
7691,35587665
7692,3564
7693,951196
7694,200
7695,275
7696,432
7697,4881
7698,4928
7699,282
7700,6
7701,22
7702,2749
7703,15428
7704,2527
7705,78
7706,50
7707,999
7708,57
7710,20891
7711,576
7712,295
7713,71
7714,85
7715,9451
7716,1532
7717,844
7718,1259
7719,1216
7720,28281
7721,14
7722,11
7723,102762
7725,86
7726,11
7727,385
7728,141
7729,574482
7730,43
7732,58568
7733,60
7734,74877
7735,285
7736,4831
7737,526
7738,259
7739,1
7740,134248
7741,9578
7742,1527
7743,124
7744,5263
7746,44
7747,13558
7748,9533
7749,2
7750,2479
7751,212
7752,16
7753,493
7754,1360
7755,374
7756,204
7757,2001
7758,1360
7759,477
7760,161
7761,17950
7763,258
7764,5
7765,5113
7766,317121
7767,13487
7768,139860
7769,6238
7770,1221
7771,80
7772,1053
7773,14870
7774,72
7775,559054
7776,2769
7777,23
7778,9
7779,1358
7780,461
7781,81
7782,6
7783,622
7785,917
7786,13002
7787,418
7789,521
7790,1
7791,6
7792,33550
7793,601
7794,517
7795,2
7796,130
7797,224
7798,7145
7799,5
7800,5
7801,3
7803,389
7804,45629
7805,163
7806,150
7807,201
7808,475
7809,1139
7810,39
7811,320
7812,2065
7813,307
7814,5349
7815,158
7816,227160
7817,209
7818,678718
7819,249
7820,6202
7821,29454
7823,66
7824,472
7825,10
7826,1431
7827,666
7828,3
7829,22
7830,13
7831,35
7832,5907
7833,388144
7834,170843
7835,22
7836,12395
7837,2287321
7838,663
7839,6318
7840,3656
7841,8795
7842,1471
7843,488
7845,1664
7846,195
7847,15
7848,11125
7849,73
7851,34
7852,461
7853,6589
7855,3273
7856,51001
7857,8027
7858,172
7859,638
7860,42994
7861,1982
7862,226
7863,2
7864,6
7865,6
7866,305287
7867,8
7868,1767
7869,840
7870,928
7871,925
7872,5
7873,0
7874,1395948
7875,13
7876,11817
7879,7797
7880,1767
7881,1268
7882,27330
7883,1265
7884,3038
7885,38
7886,556
7887,7353083
7888,7951
7889,1268
7890,16
7891,22
7892,76
7893,295
7894,71535
7895,3
7896,1385
7897,861
7898,28
7899,311
7900,48
7901,299
7902,6221
7903,1
7904,16
7906,12
7907,3955
7908,105
7909,541
7910,219733
7911,108
7912,80
7913,8001
7914,129
7915,205
7916,376
7917,574
7918,586
7919,32610
7920,2501
7921,180
7922,5542
7923,453
7924,1252
7925,890
7927,51634
7928,4614
7930,936
7931,1166
7932,65
7933,29891
7934,9
7935,169
7936,1
7937,41485
7938,14
7939,2112
7940,44341
7941,4952
7942,2648
7943,1105
7944,2481
7945,36
7946,367796
7947,3
7948,148
7949,6568
7950,3
7951,2488
7952,2219
7953,42994
7954,255
7955,33731
7956,2
7957,74
7958,133
7959,1505
7960,312
7961,216979
7962,1079
7964,8336
7965,212
7966,177
7967,15
7968,264
7969,718949
7970,5
7971,5543
7972,2488
7973,89
7974,246
7975,750299
7976,21753
7977,6158
7978,1669
7979,14169
7980,24
7982,508059
7983,104220
7984,481379
7985,1952
7986,364
7987,70
7988,50
7989,12
7990,270
7992,15
7993,85611849
7994,4431
7995,1269
7996,435
7997,96064
7998,205
7999,36
8002,359
8003,9727
8004,1474
8005,18927
8006,6637
8007,10412
8008,781211
8009,59749
8010,20015
8012,768
8013,599690
8014,256132
8015,1374
8016,458863
8018,111848
8019,2177
8020,38447
8021,374
8022,7206
8023,80
8024,3783
8025,3484
8026,786
8027,31
8028,4431
8029,7500
8030,599
8031,133
8032,30
8033,1277
8034,97
8036,1
8037,37
8038,84052
8039,302
8041,2634
8042,990
8043,1364
8044,148
8045,286
8046,48
8047,7308
8048,45
8049,206
8050,750299
8051,129
8052,1869
8053,242
8054,12
8055,1680
8056,662
8058,927
8059,32
8060,44
8061,31418
8062,2818
8063,24
8064,235
8065,79318
8066,6
8067,12506
8068,41489
8069,12
8070,12
8071,10
8072,102
8073,240
8074,139
8075,478481
8076,80
8077,13556
8078,2673
8079,985
8080,19
8081,65
8082,39
8083,224522
8084,165
8085,13
8086,96
8087,62
8088,5449
8089,3809
8090,4035
8091,1495
8092,10
8093,15055
8094,28
8095,171
8096,209
8097,2915
8098,13
8099,57
8100,15428
8101,102
8102,796903
8103,65
8104,163
8105,46
8107,417
8108,6559
8109,3
8110,63922
8111,1
8112,533
8113,35
8114,2076
8116,31
8117,5161
8118,89
8119,250099
8121,11
8122,385
8124,7099
8125,21
8126,2703
8127,611
8128,6522
