index,Maximum Installs
5239,112
5240,8892
5241,149
5242,400
5243,1098
5244,31658
5245,88
5246,8
5247,8585
5248,31
5249,371
5250,377
5251,106
5252,3980
5253,192
5254,290
5255,8051
5256,120
5257,34
5258,231780
5259,3852
5260,383
5261,501
5262,213
5263,3685
5265,13797
5266,8891
5267,78
5268,5754
5270,3251
5272,123
5273,391
5274,4934
5276,349
5277,106
5278,15175
5279,46
5280,3557
5281,543
5282,885
5284,3142819
5285,53444
5286,217
5287,80
5289,10
5290,305
5291,34
5292,3522
5293,300
5294,149
5295,872
5296,3738
5297,35
5298,26337
5299,39475
5300,835
5301,2883
5302,3
5303,650
5304,652
5305,8292
5306,3811
5307,9644
5308,12
5309,36479
5310,2963
5311,11
5312,136994
5313,7
5315,52531
5316,150
5317,5023
5318,32
5319,2010
5320,387
5321,543
5323,38620
5325,36
5326,29
5327,2334
5328,36
5329,3393
5330,1626
5331,5703
5332,463
5333,30135
5334,59
5335,3
5336,2
5337,110
5338,1055
5339,11
5340,292
5341,3015
5342,33
5343,182
5345,3622
5347,0
5348,2505
5349,266
5350,11148
5351,2654
5352,2300
5353,725
5354,98
5355,1686360
5356,619
5357,531
5358,15
5359,503
5360,325507
5361,97
5362,2029
5363,9802
5364,1655
5365,6
5366,45
5367,23
5368,9646
5369,49441
5370,2017901
5372,7637
5373,438
5374,19
5375,197216
5376,24561
5377,1073
5378,129
5379,1250445
5380,16067
5381,90
5383,591
5384,12
5385,1
5386,81
5387,380
5388,1132
5389,22
5390,2057
5391,54
5392,441
5393,48965
5394,1220
5395,1529
5396,75
5397,36
5398,3834
5399,82
5400,339
5401,24004
5402,104766
5403,55
5404,1950
5405,180
5406,586
5407,1476
5408,1565
5409,11093
5410,65
5412,31300
5413,675
5414,24134
5415,3
5416,2295
5417,324
5418,3483
5419,2311
5420,9548
5421,139
5422,94
5423,53886
5424,319186
5425,1317
5426,14
5427,5887
5428,256309
5429,14606
5431,177
5432,82
5433,1579
5434,963058
5435,19077
5436,2444
5437,31
5438,303
5439,239
5440,61
5441,37762
5442,54
5443,1002
5444,13359
5445,232640
5446,1706
5447,19441
5448,18
5449,48
5450,268287
5451,77737
5452,5091
5453,234
5455,1388
5456,7601
5457,71
5458,437
5459,8
5460,191
5461,2
5462,545
5463,3
5464,914
5465,30088
5466,2208
5467,63
5468,767392
5470,571
5471,483
5472,2171
5473,169
5474,501
5475,3258
5476,145
5477,1262
5478,174
5479,532
5480,475
5481,3851
5482,6733
5483,1680
5484,265
5485,357
5486,466
5487,16013
5488,44
5489,8
5490,98076
5491,1891
5492,3696
5493,311
5494,2
5495,196
5496,11869
5497,6363
5498,2872
5499,1170
5500,233137
5501,146208
5502,52
5503,43235
5504,1017
5505,21055
5506,9392
5507,83023
5508,705
5509,25057813
5511,28716
5512,17992
5513,853
5514,406
5515,1349
5516,21
5517,5003
5518,45
5520,15
5521,31
5522,19530
5523,35880
5524,577
5525,165502
5526,9132
5527,685
5528,1668
5529,181
5530,82
5531,1842
5532,1975526
5534,2597
5535,1183
5536,11847
5537,687
5539,210
5540,4832
5541,278
5542,8447
5543,19
5544,316
5546,450
5547,16550
5548,5008
5549,328
5550,262
5551,952424
5552,886
5553,683560
5554,10635
5555,12502
5556,3710
5558,81
5559,36655
5560,32
5561,3783
5562,13
5563,840
5564,562
5565,45
5566,188
5567,51
5568,11526
5569,13
5570,945525
5571,474
5572,6107
5573,11514
5574,33
5575,1056
5576,1849
5577,108738
5578,1800
5579,17114
5580,17394
5581,93
5582,268080
5583,81196
5584,15
5585,148
5586,108690
5587,821
5588,37
5589,3009
5590,43
5591,1190
5592,642
5593,9
5594,32755
5595,8173
5596,620
5597,70
5598,95
5601,4222
5602,1286
5603,0
5604,140
5605,829179
5606,135
5607,41
5608,7410036
5609,573
5610,236
5611,250361
5612,161
5613,16992
5614,385
5615,8559
5616,100
5617,236
5618,563
5619,1152
5620,29
5621,72461
5622,30088
5623,2091
5624,239
5625,223
5626,72
5627,28032
5628,395
5629,751
5630,4592
5631,1021
5632,785
5633,86
5634,876
5635,5145
5636,17
5637,204
5638,27
5639,18089
5640,144
5641,96
5642,2
5643,96
5644,5070
5645,62
5646,1807
5647,2
5648,232
5649,190
5651,4555
5652,29
5653,737
5654,78
5655,1568
5656,441
5657,151565
5658,282
5659,288409
5660,737
5661,17825
5662,61
5663,3344
5664,4020
5665,27
5666,47
5667,3595
5668,37
5669,1025
5670,1465
5671,47
5672,13341
5673,4093
5675,1
5676,133
5677,334
5678,461
5679,6253
5680,608
5681,47
5682,1695
5683,1641
5684,17
5685,17
5686,38150
5687,78644
5688,246
5689,6425
5690,191
5691,1707755
5692,48210
5694,1287
5695,1891
5696,53
5697,69
5698,92532
5699,25151
5700,265587
5701,128
5702,3794
5703,106080
5704,37
5705,1436
5706,2775
5707,27
5708,4529749
5710,8
5711,7
5713,233
5714,8
5715,223
5716,2682
5717,12
5718,18389
5719,160
5720,5433
5721,610
5722,1105
5723,34577
5724,160
5725,43
5726,817
5727,57
5728,856
5729,655
5730,10340
5731,231
5732,19
5733,346
5734,2986
5735,5270
5737,199
5738,456
5739,21198
5740,4143
5741,2946
5742,26
5743,615
5744,388
5745,5339
5746,632
5747,982
5748,8557
5749,707
5750,13
5751,698
5753,235114
5755,1038
5756,1092813
5757,97329
5758,11058
5759,44647
5760,16071
5761,12
5763,9007
5764,10985
5765,234
5766,209
5767,1887
5768,59703
5769,53
5770,1859
5771,19
5772,31
5774,4323
5776,108162
5777,54162
5778,2
5779,2866
5780,22
5782,3145
5783,1588
5784,4602
5785,5071
5786,2623
5787,5655221
5788,80
5789,1341
5790,64988
5791,162
5792,182
5793,2631
5794,2176
5795,36624
5796,8622
5797,14
5799,22
5800,86
5801,4543
5802,1
5803,3727
5804,95
5805,290
5806,375742
5807,66
5809,39591
5810,10
5811,575
5812,798427
5813,31367
5814,105
5815,513
5816,202362
5817,1190680
5818,132
5819,15
5820,9483
5821,12158
5823,14436
5824,188
5825,1561
5826,11904820
5827,112
5828,274
5829,9293
5830,11421
5831,401
5832,336
5833,1148
5834,27
5835,99582
5836,8
5837,536
5838,251236
5839,29765
5840,3737
5841,136
5842,683
5843,54
5844,923
5845,18
5847,609
5848,82
5849,17
5851,2497
5852,130
5853,161
5854,31569
5855,3539
5856,2913
5857,55455
5858,38970
5859,465
5860,8944
5861,310
5862,215
5863,17123
5864,21351
5865,11758
5866,148
5867,23325
5868,4107
5869,88
5871,303544
5872,2799
5873,239916
5874,195
5875,35214
5876,23919
5877,2519
5878,2868
5879,2201
5880,1303
5881,396
5882,225
5883,4
5884,12
5885,2878
5886,7309
5887,1227
5888,2547
5889,83
5890,19020
5892,163722
5893,694
5894,7
5895,144
5896,584
5897,1040
5898,7494
5899,10493
5900,218
5902,2268
5903,3998
5904,154
5906,44
5907,20
5908,879
5909,30
5910,3688
5911,55
5912,12
5913,538
5914,19
5915,188320
5916,1269
5917,995
5918,1626754
5919,32
5920,9
5921,33850
5922,1484
5923,335
5924,63
5925,392778
5926,359
5928,18082
5929,2723
5930,23434
5931,28
5932,122
5933,2343
5934,41921
5935,40
5936,38
5937,72974
5938,311
5939,11949
5940,20
5941,5597
5942,18759
5943,7
5944,32
5945,25151
5946,58
5947,3416
5948,3556
5949,239
5950,3049
5951,6655
5952,2331
5953,158
5954,314
5955,2033
5956,220
5957,5
5958,6574
5959,4
5960,146
5961,155
5962,934
5963,100
5964,1381
5966,6717
5967,440
5968,81
5969,129
5970,22359
5971,2783
5972,2
5973,7410
5974,174
5975,170570
5976,17088
5977,10
5978,49735
5979,2515
5980,3
5981,82411
5982,76579
5983,103
5984,10
5985,44
5986,9525
5987,644
5988,1707
5989,1132
5990,58
5991,3
5992,2951
5994,11
5995,110738
5996,77308
5997,5794721
5998,165
5999,579
6000,7
6001,3
6002,17
6003,1003432
6004,172
6005,7707
6006,1431
6007,22
6008,3329
6009,43004
6010,263
6011,739
6012,120
6013,10881743
6014,5437
6015,18
6016,142781
6017,86
6018,60
6019,187
6020,12776
6021,1045
6022,73
6023,9
6024,4038
6025,56020
6026,3793
6027,12
6028,58362
6029,113
6030,227517
6031,2102
6033,1666
6034,165
6035,7
6036,50
6037,9
6038,5
6039,541
6040,45802
6041,37579
6042,1098
6043,525
6045,14868
6046,1862
6047,6046
6048,49
6049,13650
6050,349
6051,29855
6052,36
6053,4428
6054,2
6056,13916
6057,6
6058,17
6059,2050
6060,434
6061,342
6062,120
6063,11795
6065,1648
6066,14
6067,17
6068,5123
6069,155
6070,29
6071,720
6072,267
6073,100
6074,143925
6075,1911
6077,993
6078,529
6079,12268650
6080,2529
6081,225
6082,984
6083,2748917
6085,165
6086,330
6087,30
6088,1379
6089,11
6090,1448
6091,11559
6092,291
6093,230
6094,1193300
6095,643133
6096,6448
6097,1182
6098,5907
6099,27
6101,5390
6102,37
6103,7080
6104,73
6105,1666
6106,67
6107,272
6108,12
6109,17
6110,158644
6111,7981
6112,88
6113,281
6114,519
6115,36
6116,367
6117,35
6118,5244
6119,78774
6120,71
6121,61
6122,60159
6123,5134
6124,38
6125,852
6126,5625
6127,171
6128,234
6129,21
6130,325845
6131,50653
6132,1501
6133,74
6134,1230
6135,182352
6136,238
6137,5097
6138,90665
6139,387
6140,1507
6141,2
6142,587
6143,139
6145,510
6146,190
6147,1147
6148,125
6149,67
6150,189
6151,27
6152,11753
6153,38408
6154,1026
6155,101718
6157,11
6158,3319
6159,62
6160,1136
6161,277
6163,53
6165,12682
6166,21238
6167,740
6168,2763
6169,57
6170,926
6171,17
6172,73943
6173,43
6174,334
6175,32
6176,2695
6177,3445
6178,1
6179,30
6180,1316
6181,63
6182,17437
6183,32474
6184,15
6185,22
6186,2
6187,944
6188,786
6189,319
6190,133798
6191,20563
6192,1402291
6193,9
6194,15868
6195,35
6197,41
6198,137
6199,43
6200,8691
6201,9476
6202,1131
6203,2380
6204,8721
6205,238
6206,5309
6207,55
6208,110882
6209,105
6211,534086
6212,15
6213,3831
6214,12
6216,4111
6217,581
6218,35522
6219,2190
6220,2991
6221,456
6222,2419
6223,192
6224,13
6225,476
6226,285
6227,9113
6228,13234
6229,441713
6230,959
6232,3719
6234,551
6235,4378
6236,1647
6237,3077
6238,3541
6239,411
6240,635
6241,2987
6242,13
6243,339442
6244,359
6247,1
6248,88649
6249,169
6250,5443
6251,72
6252,19326
6253,120076
6254,17
6255,325
6256,1526
6257,1130
6258,650
6259,59
6260,5770
6261,230790
6262,1
6263,13889
6264,4
6265,184
6266,5
6267,270
6268,3
6270,650
6271,87
6272,1089
6273,63054
6274,648
6275,182
6276,392
6277,90889
6278,222
6279,5810
6280,421
6281,2
6282,2440
6283,16
6284,6875
6285,10
6286,1918
6287,31966
6288,21200
6291,21
6292,38
6293,243
6294,12762
6295,120
6296,5118449
6297,104
6298,15974
6299,352
6300,1722
6301,85346
6302,146076
6303,14
6304,66
6306,78
6307,34627
6308,376252
6309,3764
6310,421
6312,1209719
6313,1370
6314,1457
6315,16
6316,6227
6317,637394
6318,68
6319,13
6320,120
6321,4
6322,2553
6323,42518
6324,1433
6326,388
6327,1183
6328,206
6329,15
6332,323
6333,5187
6334,4
6335,11
6336,41864
6337,5659
6338,2721
6339,745
6340,820
6341,117
6342,440
6343,15
6344,13
6345,2184
6346,80
6347,15599
6348,531
6349,23428
6350,63673
6351,1043
6352,1013
6353,337
6354,478
6355,10
6356,114
6357,3472
6358,7
6359,60
6360,760
6361,4510
6362,962
6363,436
6364,15416
6365,205
6366,1587
6367,755
6368,18
6369,293609
6370,418
6371,401
6372,7
6373,1362
6374,2121
6375,644
6376,2341
6377,86
6378,24714
6379,23150
6380,25
6381,14273
6382,38398
6383,1434
6384,3293
6385,1941
6386,106975
6387,7
6388,14
6389,109
6390,4202
6391,17
6392,2253
6394,43
6395,1744
6396,534
6397,990
6398,218
6399,8
6400,261
6401,12
6402,144
6403,2027
6404,444
6405,179
6406,1550
6408,17558
6409,1848
6410,7
6411,66
6412,287
6413,218
6414,48802
6415,87
6416,2682
6417,29
6418,801
6419,5610
6420,5428
6421,200
6422,28832
6423,5487
6424,9914
6425,188
6426,2825
6427,1873
6428,295
6429,75499
6430,849716
6431,128
6432,11255
6433,6686
6434,3035
6437,529
6438,854
6439,27729
6440,2
6441,621
6442,15
6443,105824
6444,115
6445,15405
6446,3
6447,48
6448,30
6450,182
6451,33
6452,42
6453,157
6454,541
6455,130
6456,10006
6457,65
6458,56126
6459,22
6460,333
6461,165
6462,457
6463,2001937
6464,32730
6465,5393
6466,824
6467,3
6468,2950
6469,735
6470,10402
6471,297
6472,23569
6473,211
6474,641
6475,35
6476,1233
6477,288
6478,330
6479,731
6480,150
6481,3444
6482,1012
6483,69979
6484,104
6485,13688
6486,24985
6487,2801
6488,24556
6489,156
6490,0
6491,14476
6492,160678
6493,7
6494,2466
6495,56612
6497,7311
6498,665
6499,45882
6500,39
6501,887
6502,6
6503,3404
6504,168
6506,4776
6507,2698
6509,2848
6510,61
6511,624
6512,98416
6513,15
6514,26
6515,1786
6516,5609
6517,227
6518,611
6519,27656
6521,3576
6522,22254
6523,10
6525,5
6526,17180
6527,6942
6528,16018
6529,22
6530,1648
6531,384224
6532,66
6533,44
6534,13
6535,209
6536,347
6537,112
6538,57
6539,101991
6540,277
6541,1618
6542,1959
6543,94347
6544,13877
6545,25451
6546,2714
6547,82
6548,95
6549,949
6550,13502
6551,1609
6552,12861
6553,1817
6554,2211
6555,23056
6556,2484
6557,773195
6559,363
6560,5288
6561,1501
6562,3909
6563,1180
6564,20
6565,4070
6566,533
6567,4830
6568,1074
6569,85
6570,262
6571,300
6572,60970
6573,113805
6574,3558
6575,3683
6576,2147427
6577,116
6578,20787
6579,24439
6580,287
6581,4081
6582,3921
6583,44
6584,315
6585,4731
6586,175
6587,124949
6588,512
6589,3036147
6590,4
6591,1096
6592,2
6593,19
6594,39385
6595,575
6596,5
6597,26
6598,500001
6599,92
6600,454
6601,172
6602,60141
6603,1019
6604,274
6605,896
6606,4
6607,1554
6608,1731
6610,793
6611,538352
6612,40
6613,85830
6614,73
6615,1966
6617,777
6618,248
6619,125181
6620,420
6621,12269
6622,113
6623,623
6624,2673
6625,23
6626,103
6627,24
6628,1071
6629,200815
6631,533
6632,630
6633,6
6634,21190
6635,69730
6637,56862
6638,56
6639,47
6640,39
6641,918
6642,1
6643,103
6645,7
6646,102824
6647,8406
6648,23
6649,10182
6650,6910
6651,3670
6652,5726
6653,1108
6654,20
6655,335
6656,339355
6657,29
6658,21602
6659,2410
6660,21
6661,33356
6662,35921
6663,33
6664,8
6665,333997
6666,3708
6667,3299
6668,139309
6669,289
6670,11
6671,171950
6672,244
6673,1052
6674,12
6675,62343
6676,5165
6677,100
6678,61866
6679,388
6680,29936
6681,1980
6682,3
6683,4
6684,481620
6685,19
6686,839463
6687,552
6688,369
6689,2469
6690,3735
6691,6046
6692,48107
6693,3793
6694,3510
6696,403
6697,12
6698,14
6699,182
6700,181
6701,82
6702,14485
6703,343
6704,3312
6705,4689
6706,6
6707,1619
6708,13
6709,1329
6710,748
6711,27
6712,48
6713,828
6714,1022
6715,57
6716,93997
6717,1652
6718,148
6719,4675
6720,443
6721,1009
6722,159
6723,58
6724,143
6725,93995
6726,6
6727,515
6728,30
6729,15
6730,659
6731,147
6732,208
6733,36
6734,451
6735,78
6736,88
6737,2218
6738,778
6739,3228
6740,100
6741,4
6742,85398
6743,256
6744,762
6745,2049
6746,13063
6748,101
6749,16734
6750,13
6751,108
6752,2303
6753,12743
6754,33493
6755,1304
6756,155
6757,6208
6758,20
6759,1016
6760,67
6762,21
6764,100
6766,949
6767,389
6768,6391
6769,34
6770,935
6771,1633
6772,92
6773,3
6774,38159
6775,78
6776,203
6777,5710
6778,58
6779,143
6780,45
6781,2023
6782,37
6783,646
6784,77
6785,1177
6786,94
6787,7
6788,25987
6789,1
6790,73
6791,605
6792,7725
6793,1530
6794,185697
6795,119
6796,69
6797,79
6798,157
6799,666764
6800,287092
6801,148
6802,48
6803,9
6804,360
6805,23
6806,20689
6807,2363
6809,451
6811,30
6812,4541
6813,33
6814,1067
6815,131649
6816,13
6817,568
6819,5
6820,211
6822,110568
6824,272
6825,511
6826,65
6827,9258
6829,74
6830,1458
6831,3456
6832,1213
6833,3560
6834,553
6835,4147
6836,50
6837,8300
6838,13279
6839,3364
6840,27151
6841,197
6842,260
6843,61
6844,886688
6845,549
6846,30637
6847,352
6848,673
6849,354
6850,39936
6852,34
6853,9
6854,175
6855,26
6856,129208
6857,1219
6858,776
6859,2936
6860,36891
6861,73174
6862,26447
6863,16
6864,438837
6865,1124
6866,12
6867,9
6868,427042
6869,200883
6870,2712
6871,4755
6872,16
6873,194
6874,6191
6875,1625
6876,4680
6877,67481
6878,972
6879,48
6880,1532
6881,26
6882,3369
6884,5
6885,665
6886,573
6887,606
6888,1532
6889,6
6890,74
6891,1812391
6892,31
6893,326
6894,5807
6895,90
6896,26255
6897,8884
6898,3646
6899,16
6900,5610
6901,563
6902,3766
6903,2
6904,586
6905,93
6906,147638
6907,616
6908,23
6910,72
6911,92
6912,494
6913,1041
6914,723
6915,241
6916,50
6917,127895
6918,25401
6920,17
6921,1285
6923,448
6924,71344
6925,16
6926,1455
6927,922
6928,1412
6929,3568
6930,47
6931,1936
6932,873
6933,296
6934,5
6935,3
6936,6023
6937,759
6938,1121
6939,2256
6940,36404
6941,272
6942,670721
6943,436
6944,34
6946,163
6947,73044
6948,425
6949,4104
6950,23223879
6951,43
6952,127847
6953,179445
6954,1538
6955,189
6956,133
6957,794
6958,59
6959,29313
6960,87
6961,263
6962,53
6963,157
6964,1322
6965,1210
6966,5447
6967,293
6968,367
6969,1252
6970,42045
6971,425
6972,123
6973,12
6974,706
6975,1169
6976,22956
6977,56
6979,14681
6980,131
6981,3949
6982,5678
6983,260
6984,7065
6985,10399
6986,14677
6987,971084
6988,84
6989,374
6990,1140
6991,82
6992,15041
6993,80
6994,269
6995,922
6996,3927
6997,9660
6998,30
6999,17
7000,88586
7001,196
7002,23550
7003,1481
7004,2319931
7005,40
7006,49
7007,4800
7008,132
7009,230
7010,14651
7011,52
7012,756
7013,345
7014,989
7015,20839
7016,1236
7017,9
7018,35510
7019,27
7020,299
7021,11
7022,644
7023,8019
7024,3470
7025,1699
7026,55828
7027,50
7028,308
7029,200
7030,92068
7032,4185
7033,14
7034,15
7035,1630
7036,129
7037,55
7038,47
7039,37
7040,1703
7041,24571
7042,4930
7043,126643
7044,226814
7045,23912
7047,2030
7048,13
7050,273
7051,600
7052,30316
7053,5852
7054,18676430
7055,987
7056,5149
7057,18410
7058,119
7059,296
7060,12909
7061,147
7062,3286
7063,63
7064,107
7065,2260
7066,8353
7067,58
7068,55855
7069,60
7070,3517
7072,1980
7073,26
7074,4087
7075,16538
7076,454
7077,5835958
7078,2
7079,167298
7080,9
7082,270
7083,1427
7084,576
7085,43848
7086,190
7087,3119
7088,544
7089,730377
7090,34993
7092,335914
7094,22
7095,193
7096,251
7097,291
7098,108
7099,15900452
7100,770
7101,65
7102,330
7103,4512
7104,223
7105,12
7106,1553
7107,196
7108,6
7109,1467
7110,1678
7111,42724
7112,11432
7113,933
7115,9
7116,161525
7117,57
7118,1326
7119,2961
7120,36290
7121,16471
7122,40
7123,773
7124,3
7125,4
7127,13625
7128,1047
7129,63
7130,748
7131,310810
7132,8291
7133,1147
7134,605
7135,1789
7136,24
7137,24558
7139,33
7140,12598
7141,964
7142,3936
7143,288
7144,600
7145,143583
7146,251781
7147,416
7148,665971
7150,1644
7151,1872
7152,3735
7153,72666
7154,1023
7155,8926
7156,27
7157,225
7158,112
7159,5725
7160,56
7161,18
7163,43
7164,1534
7165,702
7166,21
7167,91
7168,23
7169,33086
7170,592
7171,604
7172,21
7173,789
7174,1390
7175,57
7176,1665
7177,91
7178,490
7179,26
7180,39928
7181,134755
7182,855
7183,600
7184,1849
7187,3155
7188,45
7189,260694
7190,1119
7191,797
7192,33
7193,754
7194,176
7195,178
7197,18977
7198,130
7199,4621
7201,3244
7202,4
7203,4012
7204,36
7205,333
7206,20222
7207,13
7208,1
7209,14309
7210,357
7211,19175
7212,9071
7213,2
7214,18336
7215,250
7216,4
7217,8
7218,4
7219,637
7220,6503
7221,371
7222,8
7223,717
7224,2534
7225,37
7226,1919455
7227,38
7228,216819
7229,1730
7230,545
7231,225
7232,184549
7233,58
7234,818
7235,146459
7236,1929
7237,43939
7238,18
7239,3
7240,11
7241,1164
7242,3359
7243,2320
7244,122
7245,21
7246,126
7247,1556
7248,1
7249,877
7250,13
7251,1675
7252,164218
7253,294
7254,7033
7255,161
7256,4625
7257,1971
7258,374
7259,176462
7260,1287
7261,3751
7263,13
7264,24
7265,44
7266,3651
7267,3
7268,276
7269,4
7270,235
7271,194
7272,1375
7273,81
7274,93
7275,65
7276,55
7277,491
7278,16285
7280,18
7281,7
7282,8042
7283,436
7284,7383
7285,160
7286,29423
7287,2295
7288,100113
7289,92
7290,15
7292,20200
7293,154
7295,45
7296,223
7297,2523
7298,12312
7299,49
7300,225
7302,9191
7303,1173947
7304,230
7305,22754
7306,156
7307,8
7308,16
7309,24204
7310,820
7311,128
7312,119
7313,30857
7314,9
7315,152
7316,10
7317,43625
7318,37633
7319,117
7320,73
7321,143
7322,12998
7323,250
7324,1083
7325,27918
7326,18207
7327,1433
7328,618
7329,836
7330,721
7331,1332
7332,8224
7333,495
7334,129
7335,285986
7336,22
7337,28460
7338,7
7339,58
7340,33186
7341,12
7342,1
7343,183017
7344,745
7346,66457
7347,8039
7349,299
7350,6650
7351,29
7352,1543
7353,574
7354,102
7355,6932
7356,18
7357,5214
7358,14678
7359,5639
7360,96
7361,28177
7362,81
7363,5351
7364,367
7365,4
7366,71084
7367,23448
7368,6470
7370,114
7372,1864
7373,1256
7374,14593
7375,21
7376,3335974
7377,14623
7378,302
7379,29762
7380,22179
7381,0
7382,12655
7383,1691
7384,79981
7385,3772
7386,186
7387,4676
7388,10
7389,834960
7390,30
7391,276705
7392,2799
7393,1744
7394,12412
7395,21
7396,74377
7397,75
7398,354
7399,4
7400,3767
7401,825
7402,4230
7403,18226
7404,580
7405,125
7406,1161
7407,249
7408,9448
7409,52
7410,26
7411,331
7412,325153
7413,867
7414,129
7415,139
7416,39
7417,10631
7418,2246
7419,11588
7420,5243
7421,31
7422,12
7423,24604
7424,6983
7425,395
7426,394281
7427,7436
7428,137
7429,71
7430,603
7431,544909
7432,235
7433,501
7434,309
7435,1865
7436,36089
7437,337
7438,63216
7439,71
7440,244
7441,333802
7443,3078
7444,3
7445,2588
7446,85
7447,14522
7448,11913
7449,2786
7450,5174
7451,38354
7452,3862
7453,63
7454,101
7455,1418
7456,1772
7457,16
7458,1445
7459,9227
7460,113
7461,9131
7462,7
7463,263
7464,309068
7465,9147
7466,3230
7467,678
7468,2756
7469,39
7470,693
7471,404
7472,57599
7473,3950253
7474,34076
7475,405
7476,3
7477,35
7478,7978
7479,11
7480,303
7481,33337
7482,173
7483,8783
7484,18197
7485,50627
7486,301
7487,1356
7488,18920
7489,69651
7490,18
7491,46
7492,75
7493,4350
7494,65
7495,141
7496,330
7497,35
7498,7532
7499,186
7501,1529
7502,709
7503,241388
7504,5657
7505,195
7506,377
7508,20
7509,137
7510,21249
7511,1843
7512,1016
7513,10
7514,4799
7515,1837
7516,154
7517,218
7518,223
7519,1162
7520,291768
7521,21410
7522,6548
7523,24959
7525,22721
7526,11280
7527,101
7528,1626
7529,1
7530,264
7531,8694
7532,4553
7534,16395
7535,86
7536,804
7537,13
7538,525
7539,225
7540,8084
7541,3896
7542,3025
7543,111796
7544,833
7545,1611
7546,10
7547,560
7548,285
7549,299
7550,87
7551,1789
7552,2540
7553,191
7554,34
7555,35547
7556,144
7557,2640
7558,8934
7559,555
7560,36
7561,76
7562,7
7563,10480
7564,381
7565,4076
7566,731
7567,321686
7568,25
7569,64999
7570,30
7571,371
7573,188
7574,21048
7575,30
7576,683
7577,405
7578,1
7579,107132
7580,48377
7581,13110
7582,2823
7583,2183
7584,14029
7585,243
7586,2098
7587,319
7588,6720595
7589,20
7590,6151
7591,51421
7592,18
7593,244
7594,1391
7595,4852
7596,528
7597,190293
7598,111
7599,1446142
7600,10069
7601,10
7602,39
7603,170720
7604,7
7605,98
7606,428
7607,2
7608,14180
7609,1973
7610,358
7611,6573
7612,1690
7613,25
7614,142
7615,73375
7616,11
7617,10
7618,2130
7619,2
7620,933
7621,74
7622,6881
7623,45491
7624,3390
7625,1274
7626,298
7627,135
7628,18992
7629,119
7630,21
7631,5
7632,95
7633,42
7634,32405
7635,368
7636,120
7637,120
7638,1576
7639,345
7640,8331
7642,3
7643,12
7645,7407
7646,1709
7647,385
7648,50668
7649,1059
7650,186868
7651,193
7652,663
7653,10
7654,1346
7655,58
7656,1986
7657,46
7658,530
7659,38
7660,1014
7661,13668
7662,244
7663,257
7665,69
7666,4042
7667,5
7668,22
7669,6497
7670,47435
7671,19
7672,2299
7673,7561
7674,1658
7675,459
7676,4515
7677,1344
7678,33
7679,13517
7680,101
7681,737
7682,904
7683,18
7684,613
7685,58710
7686,0
7688,11
7689,317
7690,788
7691,241
7693,20730
7694,2470
7695,593
7696,9664
7697,14
7698,546
7699,108
7700,103
7701,19
7702,492
7703,187
7704,11065
7705,22
7706,14
7707,569
7708,9109
7709,2483
7710,2810
7711,47
7712,205
7713,28509
7714,292622
7715,26
7716,163
7717,2806
7718,450
7719,852
7720,7496
7721,3172
7723,1382
7724,382
7725,12
7726,1109
7727,3220
7728,352
7729,285
7730,12966
7731,1456
7732,155
7733,8
7734,118
7735,46
7736,3551
7737,11751
7738,81040
7739,2656
7740,34
7741,678
7742,6
7743,555
7744,36676
7745,228
7746,693
7747,271
7748,11
7749,13961
7750,9
7751,1
7752,120644
7753,352437
7754,9355
7755,545
7756,1542
7757,2
7758,1451
7759,12
7760,147
7761,206956
7762,28
7763,381
7764,10
7765,151
7766,14295
7767,16
7768,79
7769,518538
7770,34
7771,30
7772,7
7773,188045
7774,2179
7775,236521
7776,44
7777,23786
7778,199344
7779,30
7780,13
7781,1056
7782,245
7783,1062
7784,1180
7786,720
7787,3412
7788,583
7789,1913
7790,631
7791,25
7792,175
7793,259283
7794,778
7795,123
7796,52
7797,3961
7798,18874
7799,38
7800,321
7801,38
7802,199362
7803,81
7804,20
7805,72
7806,32
7807,2797
7808,9054
7809,9759
7810,19
7811,129279
7812,94602
7813,385
7814,827
7815,354
7816,15252
7817,87
7818,190
7819,822508
7820,21776
7821,137
7822,22
7823,124469
7824,319
7825,341
7826,749
7827,1033
7828,298
7829,231334
7830,6250
7831,11005
7832,560
7833,316
7834,251
7835,2
7836,12649
7837,213328
7838,6548
7839,320
7840,6332
7841,4122
7842,13
7843,90
7844,19912
7845,0
7846,73
7847,510
7848,193
7849,166518
7850,67
7851,24
7852,242
7853,380
7854,940
7855,64
7856,20
7857,1703
7858,11685
7859,11436
7860,63
7861,20
7862,97
7863,11
7864,89533
7865,148
7866,32
7867,76507
7868,992
7869,4135
7870,6426
7871,1109
7872,3
7873,47
7874,4523
7875,7
7877,76
7878,1251084
7879,1270
7880,90599
7881,30
7882,240
7883,37
7884,37019
7885,134
7886,613
7887,271
7889,490
7890,735
7891,248
7892,106
7893,120
7894,9
7895,202
7896,8
7897,29303
7898,39751
7899,2495
7900,22
7901,22939
7902,22
7903,925
7904,2076
7905,666
7906,219194
7907,8488
7908,68
7909,554
7910,1847090
7911,20
7912,5604
7913,11
7914,103
7915,136852
7916,590
7918,3806
7919,5200
7920,179
7921,4
7922,921
7923,861
7924,2527
7925,12
7926,151263
7927,14
7928,708
7929,6174
7930,59932
7931,7221
7932,36
7933,300
7934,31896
7935,57
7936,7441
7937,2438251
7938,10942
7939,1195
7940,1144
