index,Maximum Installs
10590,326
10591,1776
10592,96
10593,888
10594,36074
10595,4769
10596,9568
10597,153
10599,44
10600,13335
10601,228
10602,2861
10603,26
10604,217
10605,2
10606,120
10607,0
10608,2469
10609,59564
10610,52519
10611,74
10612,33062
10613,2019
10614,547
10615,276
10616,2360
10617,315
10618,3
10619,5332
10620,277
10621,268
10622,54
10623,501
10624,66450
10625,126
10626,82706
10628,1095
10629,96
10630,23
10631,33
10633,131531
10634,1333
10635,4
10636,743
10637,10
10638,3314
10639,23115
10640,2412
10641,95
10642,47
10643,36
10644,35
10645,29911
10646,5325
10647,48101
10648,53
10649,256
10650,5185
10652,29
10653,19623
10654,4
10655,259923
10656,3114
10657,68439
10658,1750
10659,11492
10660,89136
10661,150
10662,3065
10663,625
10664,128
10665,27365
10666,330
10667,167647
10668,930
10669,249
10670,2
10671,29
10672,904
10673,28
10674,333
10675,12312
10676,8596
10677,6442
10678,1439
10679,228
10680,1897
10681,1887
10682,128
10683,82967
10684,421
10685,1534
10686,16691
10687,747
10688,30
10689,99
10690,3174
10691,564
10692,406
10693,32511
10694,8913
10695,468
10696,58449
10697,1640
10698,10
10699,67
10700,2506
10701,17631
10702,237737
10703,177
10704,55
10705,411457
10706,2039
10707,93
10708,11829
10709,69
10710,2426199
10711,147
10712,1992
10713,16025
10714,159
10715,44
10716,41
10717,956
10718,135
10720,509
10721,67180
10722,1135
10723,702
10724,4101
10725,477
10726,156074
10727,1122731
10728,18
10729,20
10730,388
10731,147
10732,192
10733,107
10734,31
10735,82
10736,22
10737,59
10738,1616569
10739,1509
10740,85
10741,0
10742,8825
10743,6820
10744,91697
10745,724
10746,120
10747,40755
10749,495
10751,46
10752,467
10753,143738
10754,8
10755,653
10756,7400
10757,365
10758,6
10759,77
10760,2572
10761,33763
10762,287
10763,59173
10764,634
10765,80
10766,79
10767,39
10768,616
10769,3645
10771,3949
10772,208
10774,6663
10775,7
10777,3871
10778,34
10779,4356
10780,3640
10781,10
10782,297013
10783,194821
10784,69
10785,3
10786,1407
10788,35467
10789,11
10790,91
10791,1118998
10792,192728
10793,285
10794,20816
10795,7307
10797,9231
10798,13
10799,2330
10800,340
10802,227
10803,81
10804,559
10805,2911
10806,2645
10807,18
10808,1597
10809,128
10810,0
10811,35
10812,112
10813,39
10814,9
10815,2
10816,4090
10817,170
10818,1158965
10819,6
10821,29
10822,16366
10823,623
10824,23
10825,2004
10826,39
10827,4
10828,25180
10829,43
10830,6
10831,227
10832,46
10833,347
10834,1449
10835,55
10836,1378
10837,222
10838,101
10839,60
10840,397
10842,113
10843,5
10844,1148
10845,369
10846,48
10847,4010
10848,21499
10849,999
10850,29394
10851,199
10852,20
10853,1760
10854,725
10855,995
10856,2317
10857,231
10858,47209
10859,521
10860,220
10861,54419
10862,24414
10863,494
10865,66
10866,10405
10867,3682
10868,2
10869,5323
10870,139
10871,2897842
10872,102268
10873,62
10874,383
10875,16749
10876,1
10877,148
10878,10391
10879,11202
10880,3082
10881,233
10882,72
10883,33
10884,92
10885,100642
10886,17
10887,5060
10888,13186
10889,46
10890,415093
10891,60
10892,82
10893,2785
10894,22
10895,1951740
10896,4340
10897,217
10898,11504
10899,59258
10900,68
10901,224
10902,22
10903,424
10904,413
10905,1139
10906,440
10907,13427
10908,15260
10909,1193428
10910,1281
10911,177
10912,2
10913,86865
10914,4
10915,2623
10916,8961
10917,274
10918,3355
10919,14043
10920,3053
10921,218
10922,128
10923,1388
10924,19276
10925,966
10926,168
10927,232
10928,38301
10929,6
10930,3299
10931,374009
10932,259
10933,5006
10934,299
10935,5218
10936,8
10937,2742
10938,400
10939,149669
10940,21
10941,629
10942,51
10943,4833
10944,100
10945,22098
10946,152
10947,67
10948,47
10950,262
10951,1477
10952,33
10953,233
10954,387
10955,679
10956,11635
10957,31841
10958,6706
10959,712571
10960,131
10961,402
10962,8044
10963,1218
10965,62774
10966,1828
10967,62367
10968,23352
10969,160
10970,10142
10971,2155
10972,499
10973,38
10974,4143
10975,287
10976,155
10978,1239
10979,1214
10980,174
10981,10
10982,17467
10983,555
10984,2027
10985,106
10986,21704
10987,3581
10988,152
10990,1550
10991,14
10992,86
10993,102
10994,232
10995,515
10996,15962
10997,3592
10998,250
10999,22
11000,931
11001,511
11002,81232
11003,44018
11006,128
11007,51959
11008,234
11009,6
11010,405
11011,39300
11012,154
11013,569
11014,274
11016,501
11018,3775
11020,18
11021,323
11022,37
11023,777
11024,660
11025,203
11026,4785
11027,46
11028,13
11029,23291
11030,67
11031,144
11032,306
11033,1481
11034,66754
11035,669
11036,570
11037,457
11038,3746
11039,351
11040,35
11041,7043
11042,41
11043,6
11044,1135568
11045,1272
11047,85
11049,60324
11051,501
11052,35170
11053,13978
11054,611
11055,333
11056,44077
11057,264
11058,226
11059,44383
11060,2664
11061,1108
11062,499
11063,2129
11064,172
11065,198
11066,27
11067,6185
11068,385
11069,268
11070,10
11071,7316
11072,8
11073,0
11074,20
11075,2019157
11076,658
11077,17896
11078,338
11079,30
11080,50
11081,620
11082,536
11083,91
11084,347
11085,20417
11086,7989
11087,1768
11088,807
11089,92
11090,5
11091,585
11092,4302
11093,8597
11094,72
11096,7399
11097,251554
11099,52
11100,66
11101,81
11102,57
11103,940
11104,601
11105,15975
11106,75992
11107,7
11108,47
11109,43
11110,67
11111,262
11112,1521
11113,239
11114,14
11115,1383
11116,1854
11117,61413
11118,2665
11119,22630
11120,21566
11121,3627
11122,241
11123,148
11125,473
11127,6135
11128,128
11129,4373
11130,44
11131,222
11132,45226
11134,159
11135,54
11136,11908
11137,36
11138,44
11139,24
11140,171
11141,343
11143,69048
11144,3138
11145,27
11146,530
11147,19157
11148,58405
11149,20
11150,7588
11151,44
11152,10
11153,10
11155,2414
11156,589
11157,239
11158,5186
11159,18680
11160,12
11161,158726
11163,57
11164,110544
11165,11862
11166,13879
11167,219759
11168,3
11169,1478
11170,3
11171,13437
11172,19
11173,432
11174,95
11175,11
11176,1055095
11177,9
11178,250678
11179,1
11180,10470
11181,286
11182,16
11183,15
11184,94216
11185,14
11186,2906
11187,17893
11188,19165
11189,26264
11190,124
11191,15936
11192,3
11193,43
11194,72
11195,48
11196,4006
11197,217
11198,9274
11199,48
11200,695
11201,173340
11202,4390
11203,2989
11204,81
11205,155820
11206,198
11207,14345
11208,22541
11209,591
11210,3128
11211,100
11212,202
11213,56612
11214,5
11215,198
11216,207
11217,2008
11218,392
11219,12052
11220,1763
11221,146
11222,345
11223,0
11224,571
11225,17
11227,392
11228,120
11229,5570
11230,1264852
11231,950
11232,7553
11233,953
11234,1698
11235,863
11236,21516
11237,479
11238,629
11239,154
11241,86
11242,40
11243,70085
11244,35
11245,412
11246,6982
11247,31
11248,109
11249,23056
11250,188
11251,238704
11252,40
11253,1966
11254,33
11255,2718
11256,1727
11257,936
11258,543
11259,6698
11260,6569
11261,2355
11262,282192
11263,35101
11264,41
11265,1368
11266,683
11267,142
11269,553
11270,4470
11271,16
11272,371
11273,314
11274,11
11275,5726
11276,380
11277,2746016
11278,853
11279,70
11280,122
11281,14
11282,282
11283,1010
11284,26907
11285,39
11286,18417
11287,180
11288,51
11289,1975
11290,3593
11291,3772
11292,1270
11293,1328
11295,101
11296,773
11298,74886
11299,260
11300,455
11301,59708
11302,50
11303,183632
11304,6211179
11305,4178
11306,704
11307,128
11308,2655
11309,2
11310,142
11311,22142928
11312,17
11313,808991
11315,294
11316,2788
11317,361
11318,444
11319,24
11320,22
11321,17
11322,246
11323,28538
11324,276
11325,699
11326,185
11327,4614
11328,7
11329,65
11330,11340
11331,2214
11332,177
11333,192
11334,1274
11335,1413
11336,6643
11337,615
11338,1155
11339,39
11340,8942
11341,16
11342,3722
11343,508
11344,69
11345,31
11346,13
11348,1819156
11349,63
11350,489
11352,2622
11353,194
11354,193
11355,11150
11356,433
11357,2567
11358,8272
11359,121
11360,12
11361,191
11362,2276825
11363,34541
11364,9
11365,16
11366,3664
11367,1260
11368,6
11369,7
11370,10
11371,780
11372,15
11373,537
11374,12377
11375,4169
11376,391021
11377,2336
11378,540
11379,226
11380,204290
11381,9
11382,283
11383,9
11384,1009
11385,2401
11386,60
11387,1678
11388,1
11389,1
11390,19815
11391,882
11392,5804
11393,313394
11394,3627
11395,91
11396,127
11397,10
11398,78
11399,159
11400,324
11401,14
11403,1422
11404,2
11405,356
11406,7375
11407,89783
11408,2801
11409,3373
11410,3277
11411,872
11412,4711
11413,63
11414,134
11415,32
11416,120926
11417,8707
11418,12387
11419,1074
11420,10933
11421,545
11422,223
11423,338
11424,386
11425,0
11426,307348
11427,59
11428,933
11429,228
11430,380
11432,51
11433,41
11434,88256
11435,1276
11436,593
11437,133
11438,1492
11439,4267
11440,415
11441,67
11442,232
11443,9207
11445,1074
11446,874
11447,4
11448,506
11449,504
11450,193
11451,399
11452,632
11453,10
11454,61
11455,491
11456,57250
11457,1
11460,254
11461,1046
11462,21
11463,6919
11465,26003
11466,121
11467,1577
11468,24
11469,3516
11470,8
11471,21264
11472,0
11473,43
11474,31255
11475,1086
11476,6
11477,7280
11478,48
11479,224
11480,3
11481,367
11482,9652
11483,625
11484,9
11485,16
11486,37077
11487,20437
11488,1274
11489,2947
11490,17
11491,3641
11492,905
11493,53056
11494,57
11495,1346
11497,4
11498,3756
11499,5
11500,36270
11501,35678
11502,32
11503,40025
11504,24332
11505,134
11506,313
11507,79650
11508,108
11509,7925
11510,34
11511,131033
11512,349
11513,5037
11514,6975
11515,122
11516,86
11517,76
11518,782536
11519,675
11521,753
11522,1209
11523,44696
11524,2113
11525,108
11526,20742
11527,696
11528,12056
11529,6056
11530,6359
11531,5
11532,1410
11533,7
11534,200
11535,3
11536,37
11537,3575208
11538,615
11539,32381
11540,39
11541,683
11542,11
11543,707
11544,72
11545,94
11546,111
11547,8
11548,12779699
11549,148
11550,9774
11551,5
11552,13896207
11553,2244
11554,374899
11555,87
11556,54
11557,62
11558,86
11559,6834
11560,1297942
11561,215
11562,207
11563,504
11564,50183
11565,172
11566,508
11567,1018
11568,170
11570,9
11571,76128
11572,2272
11573,30868
11574,1227
11575,767
11576,26313
11577,36892
11578,4207
11579,356341
11580,61
11581,377
11582,27998
11583,152705
11584,8758
11585,1549
11586,5573
11587,15
11588,47
11589,16
11590,65
11593,8
11594,9
11595,1852
11596,216
11597,81090
11598,1011
11599,152
11600,94
11601,69885
11602,36
11603,42260
11604,4029
11605,4338
11606,2790
11607,26722
11608,18428
11609,1137
11610,104
11611,16918
11612,3
11613,13249036
11614,116
11615,12350
11616,96
11617,541807
11618,95
11619,27654
11621,370
11622,32360
11623,41223
11624,346
11625,89
11626,5
11627,282
11628,559
11629,5259
11630,3891
11631,3989
11632,14
11633,92
11634,1
11635,18540
11636,2166
11637,251
11638,279
11639,21
11640,45
11641,18
11642,62
11643,196
11644,5
11645,5605
11646,5045
11647,16601
11648,6671
11649,3522
11650,9
11651,19
11652,3198158
11653,8086
11654,30069
11655,69004
11657,84303
11658,4913
11659,2970
11660,247452
11661,55
11662,25
11663,4
11664,138
11666,110
11667,11117
11668,158
11669,84
11670,8
11671,1316
11672,3103
11673,3458
11674,66
11675,6169
11676,8104
11677,171
11678,29
11679,5
11680,581
11681,573998
11682,4921
11683,4734
11684,4055
11685,1611
11686,18
11687,45564
11688,2258
11690,90
11692,319
11693,866
11694,15
11695,255
11696,6690
11698,185
11699,13
11700,1505
11701,1804
11702,13
11703,194370
11704,832
11705,50673
11706,287
11707,535
11708,1242
11709,11
11710,910
11711,407
11712,467
11713,734
11714,883
11715,222968
11716,304
11717,10
11718,487156
11720,1110
11721,1274
11722,141
11723,227
11724,255
11725,5203
11726,27
11727,165
11728,90648
11729,5937
11730,3526
11732,764
11733,303
11734,230
11735,56878
11736,2
11737,7722
11738,1378
11739,1792
11740,3
11741,1558
11742,99780
11743,42883
11744,29136
11745,14
11746,35
11747,363785
11748,40
11749,5241
11750,57088
11751,332
11752,196
11753,147
11754,233
11755,14
11756,219
11757,501
11758,4794
11759,2236
11760,633555
11761,8
11762,51
11763,576
11764,4477
11765,12664
11766,79
11768,30
11769,17
11770,106
11771,15651
11772,6603
11773,14772
11774,58834
11775,428
11776,271
11777,593
11778,9145
11779,3160
11780,274
11781,27
11782,56
11783,2
11784,1115
11785,252
11786,12980
11788,3833
11789,16
11790,10698
11791,26
11792,1581
11793,59
11795,12
11797,283
11798,126
11799,1130279
11800,3391
11801,878
11802,229
11803,216
11804,32
11805,196
11806,3422
11807,6
11808,3553
11809,76
11810,18175
11811,44
11812,32
11813,32
11814,69073
11815,21806
11816,552
11817,78
11818,16
11819,27
11820,1153
11821,40
11822,203
11823,6873
11824,3
11826,14575
11827,28753
11828,86
11829,189
11830,6754
11831,132
11832,170
11833,314521
11834,4
11835,3197
11836,87
11837,16082
11838,56
11839,86
11840,35339
11841,41
11842,1170
11843,15
11844,4082
11845,928
11846,280535
11847,590
11848,33
11849,4821
11850,75104
11851,763
11852,570
11853,6
11854,181
11855,10495
11856,16089
11857,12
11858,1430
11860,343
11861,333676
11862,132
11863,768
11864,56
11865,13454
11866,294
11867,73
11868,230
11869,11256549
11870,111
11871,24914225
11873,1703
11874,271
11875,2136
11877,19
11878,25
11879,202
11880,422
11881,36
11882,692
11883,386
11884,48023
11885,17
11886,416
11887,9
11888,25
11890,213
11891,318
11892,1505
11893,47
11894,137399
11895,96539
11896,7944
11897,8
11898,4746
11899,26676
11900,4189
11902,219472
11903,1302
11904,300
11905,22267
11906,21881
11907,1688
11908,502
11909,49
11910,45657
11911,1236
11912,194
11913,16
11914,225667
11915,1406
11916,382
11917,260
11918,12015
11919,36039
11920,71239
11921,178
11922,135256
11923,317
11925,121
11926,737
11927,76869
11928,18
11929,208
11930,3281
11931,2
11932,19209
11933,12282
11934,467
11935,41
11936,8474
11937,1087
11938,63
11939,3590
11940,37
11942,89122
11943,34
11944,8250
11945,915
11946,3306
11947,224948
11948,3322
11949,447326
11950,112
11951,185
11952,26
11953,10
11954,1170
11955,402
11956,149
11957,216
11958,183
11959,367
11960,13
11961,35
11962,6919
11963,4328
11964,8379
11965,21850
11966,504
11967,58
11968,2
11969,2582
11970,301629
11971,7682
11972,157
11973,16
11974,207134
11975,12
11976,12704
11977,175
11978,29
11979,205
11980,2472
11981,8
11982,10801
11983,57157
11984,10001
11985,54
11986,663
11987,748
11988,3191
11989,4913
11990,4916749
11991,3
11992,3
11994,1611
11995,118
11996,8369
11997,16
11998,1057
11999,6
12000,6212
12001,178658
12002,524
12003,19
12004,215
12005,645
12006,1095
12007,14
12008,69
12009,11190
12010,315
12012,3383
12013,33
12015,71
12016,511
12017,281
12018,930
12020,1115
12021,3247
12022,64
12023,99
12024,21
12025,54
12026,1726
12027,160
12029,148169
12030,5153
12031,65
12032,846
12033,992
12034,299
12035,222
12036,303
12037,92
12038,111
12039,60
12040,1194
12042,2046
12043,5764
12044,132
12045,3669
12046,123
12047,22
12048,1
12049,1175
12050,112810
12051,5299
12052,2448
12053,230
12054,10322
12055,57
12056,1635687
12057,4
12059,261
12060,137
12061,33704
12062,129987
12063,13875
12064,5214
12065,4012
12066,259
12067,345
12068,104
12069,59
12070,1306572
12071,603
12073,13311
12074,118688
12075,5038
12076,1546
12077,41725
12078,3095
12079,5750
12080,20301
12081,1555
12082,62397
12083,102
12084,665
12085,303
12086,16
12087,34
12088,440
12089,8395
12090,12971
12091,77
12092,29
12093,240
12094,78
12095,37529
12096,921
12097,24
12098,4
12099,912
12100,10
12101,32435
12102,4
12103,133
12104,117
12105,118
12106,128076
12107,89
12108,9554
12109,1097
12110,695
12111,971
12112,109
12113,14187
12114,1423
12116,30
12117,866
12118,15
12119,24
12120,1406
12121,1335
12122,1362
12123,3308
12124,2343
12125,1572
12126,81
12127,197
12128,1359
12129,7638
12130,741262
12131,286
12132,62
12133,20291
12134,489
12135,41
12138,17
12139,4
12140,54
12141,14
12142,270
12143,2122
12144,1
12145,73748
12146,1410
12147,63
12148,2
12149,160
12150,232490
12151,2276
12152,10
12153,65
12154,121
12155,532
12156,88986
12157,400582
12158,1012417
12159,15173
12160,5826
12161,86
12162,2224
12163,929
12164,9711
12165,207
12166,13151
12167,1325
12168,10
12170,272
12171,5
12172,7124
12173,2468
12174,51
12176,1239
12177,34
12178,197680
12179,827
12180,9857
12181,163411
12182,20
12183,47051
12184,12
12185,1730
12186,57
12188,1701
12189,780
12190,39424
12191,147
12193,1571
12194,18829
12195,89
12196,21447
12197,90282
12198,468
12199,1485
12200,16
12201,34820
12202,311
12203,517
12204,246
12205,4
12206,115
12207,3517
12208,523
12209,4784831
12210,142
12211,24456
12212,129448
12213,52124
12214,1366412
12215,210
12216,69
12217,1
12218,60
12219,786
12220,312
12221,999
12222,2
12223,15261
12224,211
12225,490
12226,1
12227,18501
12228,239
12229,631
12230,9
12231,200
12232,7
12233,3
12234,3484
12235,165
12236,26043
12237,409
12238,2755
12239,247
12240,23
12241,71004
12242,738
12243,9446
12244,11
12245,17129
12246,83
12247,11840989
12248,84
12249,1832
12250,100495
12251,14074
12253,0
12254,227
12255,783
12256,10809492
12257,180
12258,266
12259,118845
12260,111463
12261,156
12262,86
12263,26724
12264,1494
12265,47
12266,750
12267,11
12268,2255
12269,34330
12271,2169548
12272,1481
12273,47
12274,1693
12275,1390
12276,1982
12277,1136
12279,142537
12280,14
12281,140
12282,239
12283,4834
12284,123
12285,90888
12286,5
12287,5478
12288,470
12289,53
12290,10
12291,30
12292,23
12293,847
12294,158
12295,27
12296,732
12297,911882
12298,25
12299,2453
12300,11
12301,185531
12302,98217
12303,5908
12304,3159
12305,3939
12306,8
12307,210
12308,55
12309,19
12310,9908
12311,19869
12312,2161
12314,1000
12315,112
12316,520
12317,40
12320,500
12321,14207
12322,39
12324,134
12325,28
12326,191
12327,2782
12328,257
12329,406896
12330,95
12331,2884
12332,1795
12333,50
12334,15209
12335,14846
12336,12789
12337,1737
12338,79
12339,3315
12340,10
12341,314
12342,11587
12344,156
12345,210
12346,1778
12347,1717
12348,9
12349,29
12350,29
12351,725
12352,713
12353,1076
12354,4218
12355,119822
12356,95162
12357,2
12358,147
12359,93
12360,3601
12361,329
12362,878
12363,1369
12364,1127
12365,368
12366,97
12367,805868
12368,10413
12369,257
12370,2
12371,1007
12372,636
12373,15062262
12374,76
12375,3513
12376,71
12377,83
12378,584
12379,13704
12380,227
12381,2841
12383,789
12384,77
12386,6
12387,92
12388,5700
12389,110
12390,33606
12391,87344
12392,338
12393,12
12394,1351
12395,1448
12396,303
12397,4
12398,12156
12399,79
12400,10393
12401,200
12402,0
12403,17025
12404,17
12406,16
12407,106210
12408,444
12409,191
12410,2
12411,471383
12412,82
12414,60
12415,3
12416,3099
12417,10741
12418,15
12419,6083
12420,163
12421,41
12422,9866749
12423,3989
12424,3138
12425,49
12426,1
12427,661
12428,349
12429,70
12430,3842
12431,779
12432,31576
12433,33447
12434,13819
12435,160
12436,48863
12437,1475
12438,2439
12439,84
12440,29947
12441,47269
12442,16
12443,16
12444,17376
12445,77
12446,31499
12447,168
12448,16
12449,509
12450,763822
12451,207
12452,56
12453,211
12454,1
12455,292
12456,3691
12457,7216
12458,103
12459,9006
12460,54
12461,7
12462,223080
12463,190
12464,296
12465,279242
12466,1
12467,166
12468,13592
12469,5
12470,2473
12471,41
12472,150
12473,292
12474,5145
12475,3916
12477,11
12478,10592
12479,3
12480,772
12481,1126
12483,9875
12484,3207
12485,116
12486,92
12487,350
12488,12
12489,31
12490,5387
12491,23
12492,45
12493,22
12494,49
12495,2469543
12496,253339
12497,15673
12498,80
12499,167
12500,120009
12501,25
12502,26673
12504,0
12505,1136
12506,32
12507,352
12508,106
12509,99
12510,120
12511,4
12512,39
12513,1555
12514,1034
12515,66273
12516,1259
12517,1809
12518,34
12519,3562
12520,307429
12521,5
12522,3730
12523,48
12524,34323
12525,60
12526,56
12527,3028
12529,180
12530,1963
12531,125
12532,15
12533,16415
12534,986
12535,176
12536,338
12537,7035
12539,163
12540,3
12541,216089
12542,20310
12543,234
12544,12162
12545,3639
12546,4054645
12547,1227
12548,20071
12549,86305
12550,3626
12551,274
12552,6
12553,35
12554,3510
12555,152
12556,973
12557,42
12558,23686
12559,418
12560,16504
12561,376
12562,724
12563,347
12564,227
12565,27
12566,11
12567,18
12568,51
12569,63
12570,243
12571,583
12572,7863
12573,12
12574,77
12575,3
12576,1410
12577,26
12578,2228
12579,1245
12580,802
12582,3340
12583,329
12584,533
12585,612
12586,43940
12587,2470
12588,27489
12589,2183
12590,9
12591,483
12592,21
12593,3
12594,165
12595,32477
12596,1277
12597,1921
12598,1042
12599,59
12600,30
12601,2303985
12602,104
12603,66943
12604,2
12605,549
12606,83
12607,12
12608,39005
12609,33
12611,20
12612,4
12613,512
12615,571
12616,42
12617,310
12618,31
12620,0
12621,2765
12622,464
12623,55926
12624,11248
12625,1579
12626,112
12627,1969
12628,33347
12629,28
12630,148
12631,5873724
12632,252
12633,59
12634,22717
12635,301338
12636,38219
12637,28
12638,27
12639,429
12640,528
12643,1524
12644,19917
12645,13
12646,2286726
12647,2337990
12648,16
12649,400
12650,141151
12651,6236
12652,35
12653,230892
12654,217
12655,53
12656,1052
12657,79
12658,158
12659,3510
12660,128
12661,4626
12662,3116
12663,1122
12664,1628
12665,179
12666,34
12667,133
12668,2117
12669,158412
12670,5379
12671,1281
12672,516
12673,22
12674,5
12675,98
12676,59
12677,1523
12678,497
12679,75
12680,2246
12681,23
12682,22
12683,1358
12684,41
12685,1255
12686,169
12687,8717
12689,60
12690,179
12691,18
12692,6
12693,34
12694,1928609
12695,49766
12696,4
12697,17785
12699,20
12700,10471
12701,198
12702,193
12703,2977
12705,5076384
12706,2408
12707,612450
12708,252
12710,39
12711,7024
12712,1413
12713,37
12714,1248
12715,54
12716,4824
12717,761
12718,8298
12719,45
12720,138971
12721,2115
12722,46
12723,17
12724,7
12725,984
12726,5497
12727,11
12728,3395
12729,205
12730,416
12731,2634
12732,17641
12733,1037
12734,68
12735,71
12736,1303
12737,3
12738,980
12739,104
12740,1695
12741,9981
12742,5820
12743,25202
12744,1047
12745,4785
12746,413
12747,0
12748,4320
12749,538
12750,237
12751,185
12752,51
12753,1679
12754,64607
12755,1002
12756,1131
12758,554553
12759,1
12760,10
12761,3
12762,267
12763,30
12764,52
12766,10522
12767,270
12768,407
12769,26
12770,5489
12771,10
12773,8650
12774,18133
12775,5
12776,22
12777,359
12778,8197
12779,111
12780,54
12781,17754
12782,107
12783,7497
12785,3080
12786,51974
12787,1177
12788,15
12789,19
12790,8638
12791,1186
12792,1024
12793,75
12794,332
12795,2945
12796,226
12797,71
12798,27989
12799,16
12800,356
12801,11155
12802,207451
12803,461
12804,13
12805,623
12806,1875
12807,321
12808,20
12809,955
12810,23
12812,522
12813,1065
12814,4729
12815,7818959
12817,17170
12818,227
12819,30
12821,856
12822,13
12823,19400
12824,521
12825,1
12826,139495
12827,8
12828,754
12829,892
12830,579
12831,2
12832,7773
12833,629
12834,22
12835,453
12837,2577
12838,261117
12839,97
12840,1451805
12841,304418
12842,1473
12843,10390
12844,911469
12845,2
12846,460
12847,147
12848,5
12849,17783
12850,797
12851,17967
12852,19626
12853,525417
12854,3200
12855,74
12856,11
12858,434679
12859,29
12860,47
12861,5763
12862,3268
12863,798245
12864,20
12865,59
12866,29684
12867,16032
12868,4762
12869,699919
12870,16097
12871,288
12872,9620
12873,471
12874,620
12875,4972
12876,635067
12877,1389
12878,1754
12879,3247
12880,39273
12881,43
12882,3514
12883,22908
12885,40693
12886,1255
12887,22
12888,5842
12889,2214
12890,83
12891,369
12892,5227
12893,1911
12894,451
12895,350
12896,56
12897,5826
12898,11623
12899,2685
12900,612
12901,34
12902,5882
12903,27
12904,805
12905,601
12906,23
12907,1790
12908,2112
12909,41599623
12910,118
12911,1008
12912,318
12913,30
12914,32252
12915,79
12916,798
12917,727
12918,1801
12919,149
12920,2
12921,6513
12923,1286
12924,3070
12926,323
12927,5631
12928,14
12929,1788
12930,1717
12931,268
12932,31751
12933,9506
12934,3847
12935,2
12936,1074
12937,262
12938,51639
12939,8
12940,5
12941,6726
12942,1546
12943,1717727
12944,1012705
12945,48
12946,94
12947,4511
12948,278
12950,476
12951,65
12952,553
12953,3245
12954,647
12955,6745
12956,266
12957,123
12958,90
12959,16982
12960,110
12961,43384
12962,614168
12964,11
12965,1757
12966,2515
12967,3295
12968,298
12969,211
12970,88
12971,11
12972,901
12973,1256
12974,200
12975,1111974
12976,34
12977,541
12978,2942
12979,385
12981,9
12982,120
12983,3497
12984,275
12985,79
12986,60
12987,23
12988,161
12989,215181
12990,40921
12991,17116
12992,2076
12993,2995
12994,164198
12995,11944
12996,132
12997,40
12998,170
12999,7
13000,22
13001,323
13002,206
13003,6
13004,16
13005,1
13006,1454
13008,444057
13009,23
13010,307
13011,47
13012,83
13013,6084
13014,115
13015,383
13016,3111
13017,10905
13018,786
13019,4046
13020,1625
13021,3776
13022,1184
13023,12075
13024,1697
13025,156
13026,1502575
13027,5
13028,2831
13029,147
13030,350
13031,17
13032,62
13033,23
13034,5349
13035,3029
13036,174
13037,901
13038,61119
13039,32
13040,5
13041,789185
13042,6
13043,6701
13044,517
13045,56
13046,1584
13047,74556
13048,3228
13049,3
13050,1082
13051,3383
13052,35466
13053,3018
13054,37
13056,313826
13057,176
13058,408
13059,2719
13060,70
13061,29629
13062,82
13063,26
13064,11595
13065,245
13066,487
13067,17959
13068,146
13069,30
13070,166
13071,3947
13072,507
13073,225
13074,36
13075,127311
13076,515257
13077,209267
13078,12
13079,1291
13080,4433
13081,6013
13082,140
13083,200667
13084,959937
13086,978
13088,10
13089,994
13090,73
13091,8294
13092,39
13093,24
13094,2555
13095,206
13096,65
13097,895
13098,283
13099,99268
13100,178
13101,58
13102,47938
13103,3208
13104,329919
13105,26
13106,72
13107,5112
13108,723
13109,10
13110,57893
13111,40
13112,16467
13113,25936
13114,48
13115,803211
13116,1898
13117,30243
13118,20700
13119,1934
13120,20
13121,95
13122,49
13123,33
13124,57
13125,18209
13126,11680
13127,1
13128,114
13129,192
13131,499
13132,79510
13133,126
13134,7582
13135,1193
13136,333
13137,11
13138,3302
13139,853
13140,15
13141,2486
13142,1877
13143,8074
13144,63
13145,113
13146,347
13147,48
13148,335401
13149,29380
13150,42
13151,5
13152,125
13153,47
13154,49594
13155,21185
13156,91
13157,6343
13158,20
13159,27775
13161,15528
13162,301
13163,426
13165,621
13166,2161
13167,1522
13168,151799
13169,82
13170,270
13171,10
13172,1621
13173,642570
13174,222
13175,511
13176,443389
13177,48688
13178,223
13179,58808
13180,182
13181,18232
13182,19058
13183,341614
13184,35
13185,1276
13186,11
13187,322
13188,256
13189,1378
13190,17269
13191,1883
13192,246348
13194,361961
13195,111
13196,29
13197,2326
13198,47599
13199,21
13200,13180
13201,799
13202,1251
13203,11
13204,2979
13205,252
13206,5969
13207,60215
13208,22
13209,2364
13210,1839
13211,77
13212,348
13213,135443
13214,120
13215,7632
13216,38
13217,380
13218,14889
13219,2823
13220,4972
13221,150
13222,1039
13223,1795
13224,24
13225,111
13226,536162
13227,7775
13228,19535
13229,18818
13230,50
13231,8963
13232,303
13233,742
13235,1041
13236,15
13237,831
13238,1483
13239,1263
13240,88
13241,410
13242,161984
13243,3016
13244,63
13245,1243
13246,831
13247,91390
13248,2108
13249,43
13250,27
13252,1307
13253,39
13254,3686
13256,537
13257,628725
13258,3909
13259,2
13260,30
13261,650
13262,429
13263,1311
13264,2
13265,84
13266,17547
13267,597986
13268,563476
13269,711
13270,198647
13271,24
13272,865448
13273,2
13274,2749
13275,15
13276,11
13277,59
13278,96135
13279,365
13280,311
13281,127
13283,335
13284,1084
13285,8259
13286,2947
13287,1450
13288,1208
13289,2729
13290,8347
13291,49
13292,12528
13293,2943
