,Installs
5265,5.0
5266,11.0
5267,13.0
5268,11.0
5270,2.0
5272,7.0
5273,7.0
5274,2.0
5276,7.0
5277,7.0
5278,5.0
5279,4.0
5280,2.0
5281,16.0
5282,16.0
5284,3.0
5285,14.0
5286,7.0
5287,13.0
5289,4.0
5290,7.0
5291,4.0
5292,2.0
5293,7.0
5294,7.0
5295,16.0
5296,2.0
5297,4.0
5298,5.0
5299,5.0
5300,16.0
5301,2.0
5302,1.0
5303,16.0
5304,16.0
5305,11.0
5306,2.0
5307,11.0
5308,4.0
5309,5.0
5310,2.0
5311,4.0
5312,8.0
5313,10.0
5315,14.0
5316,7.0
5317,11.0
5318,4.0
5319,2.0
5320,7.0
5321,16.0
5323,5.0
5325,4.0
5326,4.0
5327,2.0
5328,4.0
5329,2.0
5330,2.0
5331,11.0
5332,7.0
5333,5.0
5334,13.0
5335,1.0
5336,1.0
5337,7.0
5338,2.0
5339,4.0
5340,7.0
5341,2.0
5342,4.0
5343,7.0
5345,2.0
5347,0.0
5348,2.0
5349,7.0
5350,5.0
5351,2.0
5352,2.0
5353,16.0
5354,13.0
5355,3.0
5356,16.0
5357,16.0
5358,4.0
5359,16.0
5360,8.0
5361,13.0
5362,2.0
5363,11.0
5364,2.0
5365,10.0
5366,4.0
5367,4.0
5368,11.0
5369,5.0
5370,3.0
5372,11.0
5373,7.0
5374,4.0
5375,8.0
5376,5.0
5377,2.0
5378,7.0
5379,3.0
5380,5.0
5381,13.0
5383,16.0
5384,4.0
5385,1.0
5386,13.0
5387,7.0
5388,2.0
5389,4.0
5390,2.0
5391,13.0
5392,7.0
5393,5.0
5394,2.0
5395,2.0
5396,13.0
5397,4.0
5398,2.0
5399,13.0
5400,7.0
5401,5.0
5402,8.0
5403,13.0
5404,2.0
5405,7.0
5406,16.0
5407,2.0
5408,2.0
5409,5.0
5410,13.0
5412,5.0
5413,16.0
5414,5.0
5415,1.0
5416,2.0
5417,7.0
5418,2.0
5419,2.0
5420,11.0
5421,7.0
5422,13.0
5423,14.0
5424,8.0
5425,2.0
5426,4.0
5427,11.0
5428,8.0
5429,5.0
5431,7.0
5432,13.0
5433,2.0
5434,17.0
5435,5.0
5436,2.0
5437,4.0
5438,7.0
5439,7.0
5440,13.0
5441,5.0
5442,13.0
5443,2.0
5444,5.0
5445,8.0
5446,2.0
5447,5.0
5448,4.0
5449,4.0
5450,8.0
5451,14.0
5452,11.0
5453,7.0
5455,2.0
5456,11.0
5457,13.0
5458,7.0
5459,10.0
5460,7.0
5461,1.0
5462,16.0
5463,1.0
5464,16.0
5465,5.0
5466,2.0
5467,13.0
5468,17.0
5470,16.0
5471,7.0
5472,2.0
5473,7.0
5474,16.0
5475,2.0
5476,7.0
5477,2.0
5478,7.0
5479,16.0
5480,7.0
5481,2.0
5482,11.0
5483,2.0
5484,7.0
5485,7.0
5486,7.0
5487,5.0
5488,4.0
5489,10.0
5490,14.0
5491,2.0
5492,2.0
5493,7.0
5494,1.0
5495,7.0
5496,5.0
5497,11.0
5498,2.0
5499,2.0
5500,8.0
5501,8.0
5502,13.0
5503,5.0
5504,2.0
5505,5.0
5506,11.0
5507,14.0
5508,16.0
5509,6.0
5511,5.0
5512,5.0
5513,16.0
5514,7.0
5515,2.0
5516,4.0
5517,11.0
5518,4.0
5520,4.0
5521,4.0
5522,5.0
5523,5.0
5524,16.0
5525,8.0
5526,11.0
5527,16.0
5528,2.0
5529,7.0
5530,13.0
5531,2.0
5532,3.0
5534,2.0
5535,2.0
5536,5.0
5537,16.0
5539,7.0
5540,2.0
5541,7.0
5542,11.0
5543,4.0
5544,7.0
5546,7.0
5547,5.0
5548,11.0
5549,7.0
5550,7.0
5551,17.0
5552,16.0
5553,17.0
5554,5.0
5555,5.0
5556,2.0
5558,13.0
5559,5.0
5560,4.0
5561,2.0
5562,4.0
5563,16.0
5564,16.0
5565,4.0
5566,7.0
5567,13.0
5568,5.0
5569,4.0
5570,17.0
5571,7.0
5572,11.0
5573,5.0
5574,4.0
5575,2.0
5576,2.0
5577,8.0
5578,2.0
5579,5.0
5580,5.0
5581,13.0
5582,8.0
5583,14.0
5584,4.0
5585,7.0
5586,8.0
5587,16.0
5588,4.0
5589,2.0
5590,4.0
5591,2.0
5592,16.0
5593,10.0
5594,5.0
5595,11.0
5596,16.0
5597,13.0
5598,13.0
5601,2.0
5602,2.0
5603,0.0
5604,7.0
5605,17.0
5606,7.0
5607,4.0
5608,12.0
5609,16.0
5610,7.0
5611,8.0
5612,7.0
5613,5.0
5614,7.0
5615,11.0
5616,7.0
5617,7.0
5618,16.0
5619,2.0
5620,4.0
5621,14.0
5622,5.0
5623,2.0
5624,7.0
5625,7.0
5626,13.0
5627,5.0
5628,7.0
5629,16.0
5630,2.0
5631,2.0
5632,16.0
5633,13.0
5634,16.0
5635,11.0
5636,4.0
5637,7.0
5638,4.0
5639,5.0
5640,7.0
5641,13.0
5642,1.0
5643,13.0
5644,11.0
5645,13.0
5646,2.0
5647,1.0
5648,7.0
5649,7.0
5651,2.0
5652,4.0
5653,16.0
5654,13.0
5655,2.0
5656,7.0
5657,8.0
5658,7.0
5659,8.0
5660,16.0
5661,5.0
5662,13.0
5663,2.0
5664,2.0
5665,4.0
5666,4.0
5667,2.0
5668,4.0
5669,2.0
5670,2.0
5671,4.0
5672,5.0
5673,2.0
5675,1.0
5676,7.0
5677,7.0
5678,7.0
5679,11.0
5680,16.0
5681,4.0
5682,2.0
5683,2.0
5684,4.0
5685,4.0
5686,5.0
5687,14.0
5688,7.0
5689,11.0
5690,7.0
5691,3.0
5692,5.0
5694,2.0
5695,2.0
5696,13.0
5697,13.0
5698,14.0
5699,5.0
5700,8.0
5701,7.0
5702,2.0
5703,8.0
5704,4.0
5705,2.0
5706,2.0
5707,4.0
5708,3.0
5710,10.0
5711,10.0
5713,7.0
5714,10.0
5715,7.0
5716,2.0
5717,4.0
5718,5.0
5719,7.0
5720,11.0
5721,16.0
5722,2.0
5723,5.0
5724,7.0
5725,4.0
5726,16.0
5727,13.0
5728,16.0
5729,16.0
5730,5.0
5731,7.0
5732,4.0
5733,7.0
5734,2.0
5735,11.0
5737,7.0
5738,7.0
5739,5.0
5740,2.0
5741,2.0
5742,4.0
5743,16.0
5744,7.0
5745,11.0
5746,16.0
5747,16.0
5748,11.0
5749,16.0
5750,4.0
5751,16.0
5753,8.0
5755,2.0
5756,3.0
5757,14.0
5758,5.0
5759,5.0
5760,5.0
5761,4.0
5763,11.0
5764,5.0
5765,7.0
5766,7.0
5767,2.0
5768,14.0
5769,13.0
5770,2.0
5771,4.0
5772,4.0
5774,2.0
5776,8.0
5777,14.0
5778,1.0
5779,2.0
5780,4.0
5782,2.0
5783,2.0
5784,2.0
5785,11.0
5786,2.0
5787,12.0
5788,13.0
5789,2.0
5790,14.0
5791,7.0
5792,7.0
5793,2.0
5794,2.0
5795,5.0
5796,11.0
5797,4.0
5799,4.0
5800,13.0
5801,2.0
5802,1.0
5803,2.0
5804,13.0
5805,7.0
5806,8.0
5807,13.0
5809,5.0
5810,4.0
5811,16.0
5812,17.0
5813,5.0
5814,7.0
5815,16.0
5816,8.0
5817,3.0
5818,7.0
5819,4.0
5820,11.0
5821,5.0
5823,5.0
5824,7.0
5825,2.0
5826,6.0
5827,7.0
5828,7.0
5829,11.0
5830,5.0
5831,7.0
5832,7.0
5833,2.0
5834,4.0
5835,14.0
5836,10.0
5837,16.0
5838,8.0
5839,5.0
5840,2.0
5841,7.0
5842,16.0
5843,13.0
5844,16.0
5845,4.0
5847,16.0
5848,13.0
5849,4.0
5851,2.0
5852,7.0
5853,7.0
5854,5.0
5855,2.0
5856,2.0
5857,14.0
5858,5.0
5859,7.0
5860,11.0
5861,7.0
5862,7.0
5863,5.0
5864,5.0
5865,5.0
5866,7.0
5867,5.0
5868,2.0
5869,13.0
5871,8.0
5872,2.0
5873,8.0
5874,7.0
5875,5.0
5876,5.0
5877,2.0
5878,2.0
5879,2.0
5880,2.0
5881,7.0
5882,7.0
5883,1.0
5884,4.0
5885,2.0
5886,11.0
5887,2.0
5888,2.0
5889,13.0
5890,5.0
5892,8.0
5893,16.0
5894,10.0
5895,7.0
5896,16.0
5897,2.0
5898,11.0
5899,5.0
5900,7.0
5902,2.0
5903,2.0
5904,7.0
5906,4.0
5907,4.0
5908,16.0
5909,4.0
5910,2.0
5911,13.0
5912,4.0
5913,16.0
5914,4.0
5915,8.0
5916,2.0
5917,16.0
5918,3.0
5919,4.0
5920,10.0
5921,5.0
5922,2.0
5923,7.0
5924,13.0
5925,8.0
5926,7.0
5928,5.0
5929,2.0
5930,5.0
5931,4.0
5932,7.0
5933,2.0
5934,5.0
5935,4.0
5936,4.0
5937,14.0
5938,7.0
5939,5.0
5940,4.0
5941,11.0
5942,5.0
5943,10.0
5944,4.0
5945,5.0
5946,13.0
5947,2.0
5948,2.0
5949,7.0
5950,2.0
5951,11.0
5952,2.0
5953,7.0
5954,7.0
5955,2.0
5956,7.0
5957,10.0
5958,11.0
5959,1.0
5960,7.0
5961,7.0
5962,16.0
5963,7.0
5964,2.0
5966,11.0
5967,7.0
5968,13.0
5969,7.0
5970,5.0
5971,2.0
5972,1.0
5973,11.0
5974,7.0
5975,8.0
5976,5.0
5977,4.0
5978,5.0
5979,2.0
5980,1.0
5981,14.0
5982,14.0
5983,7.0
5984,4.0
5985,4.0
5986,11.0
5987,16.0
5988,2.0
5989,2.0
5990,13.0
5991,1.0
5992,2.0
5994,4.0
5995,8.0
5996,14.0
5997,12.0
5998,7.0
5999,16.0
6000,10.0
6001,1.0
6002,4.0
6003,3.0
6004,7.0
6005,11.0
6006,2.0
6007,4.0
6008,2.0
6009,5.0
6010,7.0
6011,16.0
6012,7.0
6013,6.0
6014,11.0
6015,4.0
6016,8.0
6017,13.0
6018,13.0
6019,7.0
6020,5.0
6021,2.0
6022,13.0
6023,10.0
6024,2.0
6025,14.0
6026,2.0
6027,4.0
6028,14.0
6029,7.0
6030,8.0
6031,2.0
6033,2.0
6034,7.0
6035,10.0
6036,13.0
6037,10.0
6038,10.0
6039,16.0
6040,5.0
6041,5.0
6042,2.0
6043,16.0
6045,5.0
6046,2.0
6047,11.0
6048,4.0
6049,5.0
6050,7.0
6051,5.0
6052,4.0
6053,2.0
6054,1.0
6056,5.0
6057,10.0
6058,4.0
6059,2.0
6060,7.0
6061,7.0
6062,7.0
6063,5.0
6065,2.0
6066,4.0
6067,4.0
6068,11.0
6069,7.0
6070,4.0
6071,16.0
6072,7.0
6073,7.0
6074,8.0
6075,2.0
6077,16.0
6078,16.0
6079,6.0
6080,2.0
6081,7.0
6082,16.0
6083,3.0
6085,7.0
6086,7.0
6087,4.0
6088,2.0
6089,4.0
6090,2.0
6091,5.0
6092,7.0
6093,7.0
6094,3.0
6095,17.0
6096,11.0
6097,2.0
6098,11.0
6099,4.0
6101,11.0
6102,4.0
6103,11.0
6104,13.0
6105,2.0
6106,13.0
6107,7.0
6108,4.0
6109,4.0
6110,8.0
6111,11.0
6112,13.0
6113,7.0
6114,16.0
6115,4.0
6116,7.0
6117,4.0
6118,11.0
6119,14.0
6120,13.0
6121,13.0
6122,14.0
6123,11.0
6124,4.0
6125,16.0
6126,11.0
6127,7.0
6128,7.0
6129,4.0
6130,8.0
6131,14.0
6132,2.0
6133,13.0
6134,2.0
6135,8.0
6136,7.0
6137,11.0
6138,14.0
6139,7.0
6140,2.0
6141,1.0
6142,16.0
6143,7.0
6145,16.0
6146,7.0
6147,2.0
6148,7.0
6149,13.0
6150,7.0
6151,4.0
6152,5.0
6153,5.0
6154,2.0
6155,8.0
6157,4.0
6158,2.0
6159,13.0
6160,2.0
6161,7.0
6163,13.0
6165,5.0
6166,5.0
6167,16.0
6168,2.0
6169,13.0
6170,16.0
6171,4.0
6172,14.0
6173,4.0
6174,7.0
6175,4.0
6176,2.0
6177,2.0
6178,1.0
6179,4.0
6180,2.0
6181,13.0
6182,5.0
6183,5.0
6184,4.0
6185,4.0
6186,1.0
6187,16.0
6188,16.0
6189,7.0
6190,8.0
6191,5.0
6192,3.0
6193,10.0
6194,5.0
6195,4.0
6197,4.0
6198,7.0
6199,4.0
6200,11.0
6201,11.0
6202,2.0
6203,2.0
6204,11.0
6205,7.0
6206,11.0
6207,13.0
6208,8.0
6209,7.0
6211,17.0
6212,4.0
6213,2.0
6214,4.0
6216,2.0
6217,16.0
6218,5.0
6219,2.0
6220,2.0
6221,7.0
6222,2.0
6223,7.0
6224,4.0
6225,7.0
6226,7.0
6227,11.0
6228,5.0
6229,8.0
6230,16.0
6232,2.0
6234,16.0
6235,2.0
6236,2.0
6237,2.0
6238,2.0
6239,7.0
6240,16.0
6241,2.0
6242,4.0
6243,8.0
6244,7.0
6247,1.0
6248,14.0
6249,7.0
6250,11.0
6251,13.0
6252,5.0
6253,8.0
6254,4.0
6255,7.0
6256,2.0
6257,2.0
6258,16.0
6259,13.0
6260,11.0
6261,8.0
6262,1.0
6263,5.0
6264,1.0
6265,7.0
6266,10.0
6267,7.0
6268,1.0
6270,16.0
6271,13.0
6272,2.0
6273,14.0
6274,16.0
6275,7.0
6276,7.0
6277,14.0
6278,7.0
6279,11.0
6280,7.0
6281,1.0
6282,2.0
6283,4.0
6284,11.0
6285,4.0
6286,2.0
6287,5.0
6288,5.0
6291,4.0
6292,4.0
6293,7.0
6294,5.0
6295,7.0
6296,12.0
6297,7.0
6298,5.0
6299,7.0
6300,2.0
6301,14.0
6302,8.0
6303,4.0
6304,13.0
6306,13.0
6307,5.0
6308,8.0
6309,2.0
6310,7.0
6312,3.0
6313,2.0
6314,2.0
6315,4.0
6316,11.0
6317,17.0
6318,13.0
6319,4.0
6320,7.0
6321,1.0
6322,2.0
6323,5.0
6324,2.0
6326,7.0
6327,2.0
6328,7.0
6329,4.0
6332,7.0
6333,11.0
6334,1.0
6335,4.0
6336,5.0
6337,11.0
6338,2.0
6339,16.0
6340,16.0
6341,7.0
6342,7.0
6343,4.0
6344,4.0
6345,2.0
6346,13.0
6347,5.0
6348,16.0
6349,5.0
6350,14.0
6351,2.0
6352,2.0
6353,7.0
6354,7.0
6355,4.0
6356,7.0
6357,2.0
6358,10.0
6359,13.0
6360,16.0
6361,2.0
6362,16.0
6363,7.0
6364,5.0
6365,7.0
6366,2.0
6367,16.0
6368,4.0
6369,8.0
6370,7.0
6371,7.0
6372,10.0
6373,2.0
6374,2.0
6375,16.0
6376,2.0
6377,13.0
6378,5.0
6379,5.0
6380,4.0
6381,5.0
6382,5.0
6383,2.0
6384,2.0
6385,2.0
6386,8.0
6387,10.0
6388,4.0
6389,7.0
6390,2.0
6391,4.0
6392,2.0
6394,4.0
6395,2.0
6396,16.0
6397,16.0
6398,7.0
6399,10.0
6400,7.0
6401,4.0
6402,7.0
6403,2.0
6404,7.0
6405,7.0
6406,2.0
6408,5.0
6409,2.0
6410,10.0
6411,13.0
6412,7.0
6413,7.0
6414,5.0
6415,13.0
6416,2.0
6417,4.0
6418,16.0
6419,11.0
6420,11.0
6421,7.0
6422,5.0
6423,11.0
6424,11.0
6425,7.0
6426,2.0
6427,2.0
6428,7.0
6429,14.0
6430,17.0
6431,7.0
6432,5.0
6433,11.0
6434,2.0
6437,16.0
6438,16.0
6439,5.0
6440,1.0
6441,16.0
6442,4.0
6443,8.0
6444,7.0
6445,5.0
6446,1.0
6447,4.0
6448,4.0
6450,7.0
6451,4.0
6452,4.0
6453,7.0
6454,16.0
6455,7.0
6456,5.0
6457,13.0
6458,14.0
6459,4.0
6460,7.0
6461,7.0
6462,7.0
6463,3.0
6464,5.0
6465,11.0
6466,16.0
6467,1.0
6468,2.0
6469,16.0
6470,5.0
6471,7.0
6472,5.0
6473,7.0
6474,16.0
6475,4.0
6476,2.0
6477,7.0
6478,7.0
6479,16.0
6480,7.0
6481,2.0
6482,2.0
6483,14.0
6484,7.0
6485,5.0
6486,5.0
6487,2.0
6488,5.0
6489,7.0
6490,0.0
6491,5.0
6492,8.0
6493,10.0
6494,2.0
6495,14.0
6497,11.0
6498,16.0
6499,5.0
6500,4.0
6501,16.0
6502,10.0
6503,2.0
6504,7.0
6506,2.0
6507,2.0
6509,2.0
6510,13.0
6511,16.0
6512,14.0
6513,4.0
6514,4.0
6515,2.0
6516,11.0
6517,7.0
6518,16.0
6519,5.0
6521,2.0
6522,5.0
6523,4.0
6525,10.0
6526,5.0
6527,11.0
6528,5.0
6529,4.0
6530,2.0
6531,8.0
6532,13.0
6533,4.0
6534,4.0
6535,7.0
6536,7.0
6537,7.0
6538,13.0
6539,8.0
6540,7.0
6541,2.0
6542,2.0
6543,14.0
6544,5.0
6545,5.0
6546,2.0
6547,13.0
6548,13.0
6549,16.0
6550,5.0
6551,2.0
6552,5.0
6553,2.0
6554,2.0
6555,5.0
6556,2.0
6557,17.0
6559,7.0
6560,11.0
6561,2.0
6562,2.0
6563,2.0
6564,4.0
6565,2.0
6566,16.0
6567,2.0
6568,2.0
6569,13.0
6570,7.0
6571,7.0
6572,14.0
6573,8.0
6574,2.0
6575,2.0
6576,3.0
6577,7.0
6578,5.0
6579,5.0
6580,7.0
6581,2.0
6582,2.0
6583,4.0
6584,7.0
6585,2.0
6586,7.0
6587,8.0
6588,16.0
6589,3.0
6590,1.0
6591,2.0
6592,1.0
6593,4.0
6594,5.0
6595,16.0
6596,10.0
6597,4.0
6598,17.0
6599,13.0
6600,7.0
6601,7.0
6602,14.0
6603,2.0
6604,7.0
6605,16.0
6606,1.0
6607,2.0
6608,2.0
6610,16.0
6611,17.0
6612,4.0
6613,14.0
6614,13.0
6615,2.0
6617,16.0
6618,7.0
6619,8.0
6620,7.0
6621,5.0
6622,7.0
6623,16.0
6624,2.0
6625,4.0
6626,7.0
6627,4.0
6628,2.0
6629,8.0
6631,16.0
6632,16.0
6633,10.0
6634,5.0
6635,14.0
6637,14.0
6638,13.0
6639,4.0
6640,4.0
6641,16.0
6642,1.0
6643,7.0
6645,10.0
6646,8.0
6647,11.0
6648,4.0
6649,5.0
6650,11.0
6651,2.0
6652,11.0
6653,2.0
6654,4.0
6655,7.0
6656,8.0
6657,4.0
6658,5.0
6659,2.0
6660,4.0
6661,5.0
6662,5.0
6663,4.0
6664,10.0
6665,8.0
6666,2.0
6667,2.0
6668,8.0
6669,7.0
6670,4.0
6671,8.0
6672,7.0
6673,2.0
6674,4.0
6675,14.0
6676,11.0
6677,7.0
6678,14.0
6679,7.0
6680,5.0
6681,2.0
6682,1.0
6683,1.0
6684,8.0
6685,4.0
6686,17.0
6687,16.0
6688,7.0
6689,2.0
6690,2.0
6691,11.0
6692,5.0
6693,2.0
6694,2.0
6696,7.0
6697,4.0
6698,4.0
6699,7.0
6700,7.0
6701,13.0
6702,5.0
6703,7.0
6704,2.0
6705,2.0
6706,10.0
6707,2.0
6708,4.0
6709,2.0
6710,16.0
6711,4.0
6712,4.0
6713,16.0
6714,2.0
6715,13.0
6716,14.0
6717,2.0
6718,7.0
6719,2.0
6720,7.0
6721,2.0
6722,7.0
6723,13.0
6724,7.0
6725,14.0
6726,10.0
6727,16.0
6728,4.0
6729,4.0
6730,16.0
6731,7.0
6732,7.0
6733,4.0
6734,7.0
6735,13.0
6736,13.0
6737,2.0
6738,16.0
6739,2.0
6740,7.0
6741,1.0
6742,14.0
6743,7.0
6744,16.0
6745,2.0
6746,5.0
6748,7.0
6749,5.0
6750,4.0
6751,7.0
6752,2.0
6753,5.0
6754,5.0
6755,2.0
6756,7.0
6757,11.0
6758,4.0
6759,2.0
6760,13.0
6762,4.0
6764,7.0
6766,16.0
6767,7.0
6768,11.0
6769,4.0
6770,16.0
6771,2.0
6772,13.0
6773,1.0
6774,5.0
6775,13.0
6776,7.0
6777,11.0
6778,13.0
6779,7.0
6780,4.0
6781,2.0
6782,4.0
6783,16.0
6784,13.0
6785,2.0
6786,13.0
6787,10.0
6788,5.0
6789,1.0
6790,13.0
6791,16.0
6792,11.0
6793,2.0
6794,8.0
6795,7.0
6796,13.0
6797,13.0
6798,7.0
6799,17.0
6800,8.0
6801,7.0
6802,4.0
6803,10.0
6804,7.0
6805,4.0
6806,5.0
6807,2.0
6809,7.0
6811,4.0
6812,2.0
6813,4.0
6814,2.0
6815,8.0
6816,4.0
6817,16.0
6819,10.0
6820,7.0
6822,8.0
6824,7.0
6825,16.0
6826,13.0
6827,11.0
6829,13.0
6830,2.0
6831,2.0
6832,2.0
6833,2.0
6834,16.0
6835,2.0
6836,13.0
6837,11.0
6838,5.0
6839,2.0
6840,5.0
6841,7.0
6842,7.0
6843,13.0
6844,17.0
6845,16.0
6846,5.0
6847,7.0
6848,16.0
6849,7.0
6850,5.0
6852,4.0
6853,10.0
6854,7.0
6855,4.0
6856,8.0
6857,2.0
6858,16.0
6859,2.0
6860,5.0
6861,14.0
6862,5.0
6863,4.0
6864,8.0
6865,2.0
6866,4.0
6867,10.0
6868,8.0
6869,8.0
6870,2.0
6871,2.0
6872,4.0
6873,7.0
6874,11.0
6875,2.0
6876,2.0
6877,14.0
6878,16.0
6879,4.0
6880,2.0
6881,4.0
6882,2.0
6884,10.0
6885,16.0
6886,16.0
6887,16.0
6888,2.0
6889,10.0
6890,13.0
6891,3.0
6892,4.0
6893,7.0
6894,11.0
6895,13.0
6896,5.0
6897,11.0
6898,2.0
6899,4.0
6900,11.0
6901,16.0
6902,2.0
6903,1.0
6904,16.0
6905,13.0
6906,8.0
6907,16.0
6908,4.0
6910,13.0
6911,13.0
6912,7.0
6913,2.0
6914,16.0
6915,7.0
6916,13.0
6917,8.0
6918,5.0
6920,4.0
6921,2.0
6923,7.0
6924,14.0
6925,4.0
6926,2.0
6927,16.0
6928,2.0
6929,2.0
6930,4.0
6931,2.0
6932,16.0
6933,7.0
6934,10.0
6935,1.0
6936,11.0
6937,16.0
6938,2.0
6939,2.0
6940,5.0
6941,7.0
6942,17.0
6943,7.0
6944,4.0
6946,7.0
6947,14.0
6948,7.0
6949,2.0
6950,6.0
6951,4.0
6952,8.0
6953,8.0
6954,2.0
6955,7.0
6956,7.0
6957,16.0
6958,13.0
6959,5.0
6960,13.0
6961,7.0
6962,13.0
6963,7.0
6964,2.0
6965,2.0
6966,11.0
6967,7.0
6968,7.0
6969,2.0
6970,5.0
6971,7.0
6972,7.0
6973,4.0
6974,16.0
6975,2.0
6976,5.0
6977,13.0
6979,5.0
6980,7.0
6981,2.0
6982,11.0
6983,7.0
6984,11.0
6985,5.0
6986,5.0
6987,17.0
6988,13.0
6989,7.0
6990,2.0
6991,13.0
6992,5.0
6993,13.0
6994,7.0
6995,16.0
6996,2.0
6997,11.0
6998,4.0
6999,4.0
7000,14.0
7001,7.0
7002,5.0
7003,2.0
7004,3.0
7005,4.0
7006,4.0
7007,2.0
7008,7.0
7009,7.0
7010,5.0
7011,13.0
7012,16.0
7013,7.0
7014,16.0
7015,5.0
7016,2.0
7017,10.0
7018,5.0
7019,4.0
7020,7.0
7021,4.0
7022,16.0
7023,11.0
7024,2.0
7025,2.0
7026,14.0
7027,13.0
7028,7.0
7029,7.0
7030,14.0
7032,2.0
7033,4.0
7034,4.0
7035,2.0
7036,7.0
7037,13.0
7038,4.0
7039,4.0
7040,2.0
7041,5.0
7042,2.0
7043,8.0
7044,8.0
7045,5.0
7047,2.0
7048,4.0
7050,7.0
7051,16.0
7052,5.0
7053,11.0
7054,6.0
7055,16.0
7056,11.0
7057,5.0
7058,7.0
7059,7.0
7060,5.0
7061,7.0
7062,2.0
7063,13.0
7064,7.0
7065,2.0
7066,11.0
7067,13.0
7068,14.0
7069,13.0
7070,2.0
7072,2.0
7073,4.0
7074,2.0
7075,5.0
7076,7.0
7077,12.0
7078,1.0
7079,8.0
7080,10.0
7082,7.0
7083,2.0
7084,16.0
7085,5.0
7086,7.0
7087,2.0
7088,16.0
7089,17.0
7090,5.0
7092,8.0
7094,4.0
7095,7.0
7096,7.0
7097,7.0
7098,7.0
7099,6.0
7100,16.0
7101,13.0
7102,7.0
7103,2.0
7104,7.0
7105,4.0
7106,2.0
7107,7.0
7108,10.0
7109,2.0
7110,2.0
7111,5.0
7112,5.0
7113,16.0
7115,10.0
7116,8.0
7117,13.0
7118,2.0
7119,2.0
7120,5.0
7121,5.0
7122,4.0
7123,16.0
7124,1.0
7125,1.0
7127,5.0
7128,2.0
7129,13.0
7130,16.0
7131,8.0
7132,11.0
7133,2.0
7134,16.0
7135,2.0
7136,4.0
7137,5.0
7139,4.0
7140,5.0
7141,16.0
7142,2.0
7143,7.0
7144,16.0
7145,8.0
7146,8.0
7147,7.0
7148,17.0
7150,2.0
7151,2.0
7152,2.0
7153,14.0
7154,2.0
7155,11.0
7156,4.0
7157,7.0
7158,7.0
7159,11.0
7160,13.0
7161,4.0
7163,4.0
7164,2.0
7165,16.0
7166,4.0
7167,13.0
7168,4.0
7169,5.0
7170,16.0
7171,16.0
7172,4.0
7173,16.0
7174,2.0
7175,13.0
7176,2.0
7177,13.0
7178,7.0
7179,4.0
7180,5.0
7181,8.0
7182,16.0
7183,16.0
7184,2.0
7187,2.0
7188,4.0
7189,8.0
7190,2.0
7191,16.0
7192,4.0
7193,16.0
7194,7.0
7195,7.0
7197,5.0
7198,7.0
7199,2.0
7201,2.0
7202,1.0
7203,2.0
7204,4.0
7205,7.0
7206,5.0
7207,4.0
7208,1.0
7209,5.0
7210,7.0
7211,5.0
7212,11.0
7213,1.0
7214,5.0
7215,7.0
7216,1.0
7217,10.0
7218,1.0
7219,16.0
7220,11.0
7221,7.0
7222,10.0
7223,16.0
7224,2.0
7225,4.0
7226,3.0
7227,4.0
7228,8.0
7229,2.0
7230,16.0
7231,7.0
7232,8.0
7233,13.0
7234,16.0
7235,8.0
7236,2.0
7237,5.0
7238,4.0
7239,1.0
7240,4.0
7241,2.0
7242,2.0
7243,2.0
7244,7.0
7245,4.0
7246,7.0
7247,2.0
7248,1.0
7249,16.0
7250,4.0
7251,2.0
7252,8.0
7253,7.0
7254,11.0
7255,7.0
7256,2.0
7257,2.0
7258,7.0
7259,8.0
7260,2.0
7261,2.0
7263,4.0
7264,4.0
7265,4.0
7266,2.0
7267,1.0
7268,7.0
7269,1.0
7270,7.0
7271,7.0
7272,2.0
7273,13.0
7274,13.0
7275,13.0
7276,13.0
7277,7.0
7278,5.0
7280,4.0
7281,10.0
7282,11.0
7283,7.0
7284,11.0
7285,7.0
7286,5.0
7287,2.0
7288,8.0
7289,13.0
7290,4.0
7292,5.0
7293,7.0
7295,4.0
7296,7.0
7297,2.0
7298,5.0
7299,4.0
7300,7.0
7302,11.0
7303,3.0
7304,7.0
7305,5.0
7306,7.0
7307,10.0
7308,4.0
7309,5.0
7310,16.0
7311,7.0
7312,7.0
7313,5.0
7314,10.0
7315,7.0
7316,4.0
7317,5.0
7318,5.0
7319,7.0
7320,13.0
7321,7.0
7322,5.0
7323,7.0
7324,2.0
7325,5.0
7326,5.0
7327,2.0
7328,16.0
7329,16.0
7330,16.0
7331,2.0
7332,11.0
7333,7.0
7334,7.0
7335,8.0
7336,4.0
7337,5.0
7338,10.0
7339,13.0
7340,5.0
7341,4.0
7342,1.0
7343,8.0
7344,16.0
7346,14.0
7347,11.0
7349,7.0
7350,11.0
7351,4.0
7352,2.0
7353,16.0
7354,7.0
7355,11.0
7356,4.0
7357,11.0
7358,5.0
7359,11.0
7360,13.0
7361,5.0
7362,13.0
7363,11.0
7364,7.0
7365,1.0
7366,14.0
7367,5.0
7368,11.0
7370,7.0
7372,2.0
7373,2.0
7374,5.0
7375,4.0
7376,3.0
7377,5.0
7378,7.0
7379,5.0
7380,5.0
7381,0.0
7382,5.0
7383,2.0
7384,14.0
7385,2.0
7386,7.0
7387,2.0
7388,4.0
7389,17.0
7390,4.0
7391,8.0
7392,2.0
7393,2.0
7394,5.0
7395,4.0
7396,14.0
