,Installs
10536,5.0
10537,5.0
10539,5.0
10540,7.0
10542,4.0
10543,2.0
10544,2.0
10545,1.0
10546,10.0
10547,7.0
10548,2.0
10549,10.0
10550,5.0
10551,7.0
10552,7.0
10554,4.0
10555,7.0
10556,10.0
10558,5.0
10559,1.0
10561,16.0
10562,13.0
10563,10.0
10564,2.0
10565,4.0
10566,4.0
10567,8.0
10568,16.0
10569,5.0
10570,2.0
10571,5.0
10572,8.0
10573,5.0
10574,11.0
10575,1.0
10576,11.0
10577,16.0
10578,10.0
10579,7.0
10580,13.0
10582,16.0
10583,11.0
10584,14.0
10586,5.0
10587,16.0
10588,13.0
10589,5.0
10590,7.0
10591,2.0
10592,13.0
10593,16.0
10594,5.0
10595,2.0
10596,11.0
10597,7.0
10599,4.0
10600,5.0
10601,7.0
10602,2.0
10603,4.0
10604,7.0
10605,1.0
10606,7.0
10607,0.0
10608,2.0
10609,14.0
10610,14.0
10611,13.0
10612,5.0
10613,2.0
10614,16.0
10615,7.0
10616,2.0
10617,7.0
10618,1.0
10619,11.0
10620,7.0
10621,7.0
10622,13.0
10623,16.0
10624,14.0
10625,7.0
10626,14.0
10628,2.0
10629,13.0
10630,4.0
10631,4.0
10633,8.0
10634,2.0
10635,1.0
10636,16.0
10637,4.0
10638,2.0
10639,5.0
10640,2.0
10641,13.0
10642,4.0
10643,4.0
10644,4.0
10645,5.0
10646,11.0
10647,5.0
10648,13.0
10649,7.0
10650,11.0
10652,4.0
10653,5.0
10654,1.0
10655,8.0
10656,2.0
10657,14.0
10658,2.0
10659,5.0
10660,14.0
10661,7.0
10662,2.0
10663,16.0
10664,7.0
10665,5.0
10666,7.0
10667,8.0
10668,16.0
10669,7.0
10670,1.0
10671,4.0
10672,16.0
10673,4.0
10674,7.0
10675,5.0
10676,11.0
10677,11.0
10678,2.0
10679,7.0
10680,2.0
10681,2.0
10682,7.0
10683,14.0
10684,7.0
10685,2.0
10686,5.0
10687,16.0
10688,4.0
10689,13.0
10690,2.0
10691,16.0
10692,7.0
10693,5.0
10694,11.0
10695,7.0
10696,14.0
10697,2.0
10698,4.0
10699,13.0
10700,2.0
10701,5.0
10702,8.0
10703,7.0
10704,13.0
10705,8.0
10706,2.0
10707,13.0
10708,5.0
10709,13.0
10710,3.0
10711,7.0
10712,2.0
10713,5.0
10714,7.0
10715,4.0
10716,4.0
10717,16.0
10718,7.0
10720,16.0
10721,14.0
10722,2.0
10723,16.0
10724,2.0
10725,7.0
10726,8.0
10727,3.0
10728,4.0
10729,4.0
10730,7.0
10731,7.0
10732,7.0
10733,7.0
10734,4.0
10735,13.0
10736,4.0
10737,13.0
10738,3.0
10739,2.0
10740,13.0
10741,0.0
10742,11.0
10743,11.0
10744,14.0
10745,16.0
10746,7.0
10747,5.0
10749,7.0
10751,4.0
10752,7.0
10753,8.0
10754,10.0
10755,16.0
10756,11.0
10757,7.0
10758,10.0
10759,13.0
10760,2.0
10761,5.0
10762,7.0
10763,14.0
10764,16.0
10765,13.0
10766,13.0
10767,4.0
10768,16.0
10769,2.0
10771,2.0
10772,7.0
10774,11.0
10775,10.0
10777,2.0
10778,4.0
10779,2.0
10780,2.0
10781,4.0
10782,8.0
10783,8.0
10784,13.0
10785,1.0
10786,2.0
10788,5.0
10789,4.0
10790,13.0
10791,3.0
10792,8.0
10793,7.0
10794,5.0
10795,11.0
10797,11.0
10798,4.0
10799,2.0
10800,7.0
10802,7.0
10803,13.0
10804,16.0
10805,2.0
10806,2.0
10807,4.0
10808,2.0
10809,7.0
10810,0.0
10811,4.0
10812,7.0
10813,4.0
10814,10.0
10815,1.0
10816,2.0
10817,7.0
10818,3.0
10819,10.0
10821,4.0
10822,5.0
10823,16.0
10824,4.0
10825,2.0
10826,4.0
10827,1.0
10828,5.0
10829,4.0
10830,10.0
10831,7.0
10832,4.0
10833,7.0
10834,2.0
10835,13.0
10836,2.0
10837,7.0
10838,7.0
10839,13.0
10840,7.0
10842,7.0
10843,10.0
10844,2.0
10845,7.0
10846,4.0
10847,2.0
10848,5.0
10849,16.0
10850,5.0
10851,7.0
10852,4.0
10853,2.0
10854,16.0
10855,16.0
10856,2.0
10857,7.0
10858,5.0
10859,16.0
10860,7.0
10861,14.0
10862,5.0
10863,7.0
10865,13.0
10866,5.0
10867,2.0
10868,1.0
10869,11.0
10870,7.0
10871,3.0
10872,8.0
10873,13.0
10874,7.0
10875,5.0
10876,1.0
10877,7.0
10878,5.0
10879,5.0
10880,2.0
10881,7.0
10882,13.0
10883,4.0
10884,13.0
10885,8.0
10886,4.0
10887,11.0
10888,5.0
10889,4.0
10890,8.0
10891,13.0
10892,13.0
10893,2.0
10894,4.0
10895,3.0
10896,2.0
10897,7.0
10898,5.0
10899,14.0
10900,13.0
10901,7.0
10902,4.0
10903,7.0
10904,7.0
10905,2.0
10906,7.0
10907,5.0
10908,5.0
10909,3.0
10910,2.0
10911,7.0
10912,1.0
10913,14.0
10914,1.0
10915,2.0
10916,11.0
10917,7.0
10918,2.0
10919,5.0
10920,2.0
10921,7.0
10922,7.0
10923,2.0
10924,5.0
10925,16.0
10926,7.0
10927,7.0
10928,5.0
10929,10.0
10930,2.0
10931,8.0
10932,7.0
10933,11.0
10934,7.0
10935,11.0
10936,10.0
10937,2.0
10938,7.0
10939,8.0
10940,4.0
10941,16.0
10942,13.0
10943,2.0
10944,7.0
10945,5.0
10946,7.0
10947,13.0
10948,4.0
10950,7.0
10951,2.0
10952,4.0
10953,7.0
10954,7.0
10955,16.0
10956,5.0
10957,5.0
10958,11.0
10959,17.0
10960,7.0
10961,7.0
10962,11.0
10963,2.0
10965,14.0
10966,2.0
10967,14.0
10968,5.0
10969,7.0
10970,5.0
10971,2.0
10972,7.0
10973,4.0
10974,2.0
10975,7.0
10976,7.0
10978,2.0
10979,2.0
10980,7.0
10981,4.0
10982,5.0
10983,16.0
10984,2.0
10985,7.0
10986,5.0
10987,2.0
10988,7.0
10990,2.0
10991,4.0
10992,13.0
10993,7.0
10994,7.0
10995,16.0
10996,5.0
10997,2.0
10998,7.0
10999,4.0
11000,16.0
11001,16.0
11002,14.0
11003,5.0
11006,7.0
11007,14.0
11008,7.0
11009,10.0
11010,7.0
11011,5.0
11012,7.0
11013,16.0
11014,7.0
11016,16.0
11018,2.0
11020,4.0
11021,7.0
11022,4.0
11023,16.0
11024,16.0
11025,7.0
11026,2.0
11027,4.0
11028,4.0
11029,5.0
11030,13.0
11031,7.0
11032,7.0
11033,2.0
11034,14.0
11035,16.0
11036,16.0
11037,7.0
11038,2.0
11039,7.0
11040,4.0
11041,11.0
11042,4.0
11043,10.0
11044,3.0
11045,2.0
11047,13.0
11049,14.0
11051,16.0
11052,5.0
11053,5.0
11054,16.0
11055,7.0
11056,5.0
11057,7.0
11058,7.0
11059,5.0
11060,2.0
11061,2.0
11062,7.0
11063,2.0
11064,7.0
11065,7.0
11066,4.0
11067,11.0
11068,7.0
11069,7.0
11070,4.0
11071,11.0
11072,10.0
11073,0.0
11074,4.0
11075,3.0
11076,16.0
11077,5.0
11078,7.0
11079,4.0
11080,13.0
11081,16.0
11082,16.0
11083,13.0
11084,7.0
11085,5.0
11086,11.0
11087,2.0
11088,16.0
11089,13.0
11090,10.0
11091,16.0
11092,2.0
11093,11.0
11094,13.0
11096,11.0
11097,8.0
11099,13.0
11100,13.0
11101,13.0
11102,13.0
11103,16.0
11104,16.0
11105,5.0
11106,14.0
11107,10.0
11108,4.0
11109,4.0
11110,13.0
11111,7.0
11112,2.0
11113,7.0
11114,4.0
11115,2.0
11116,2.0
11117,14.0
11118,2.0
11119,5.0
11120,5.0
11121,2.0
11122,7.0
11123,7.0
11125,7.0
11127,11.0
11128,7.0
11129,2.0
11130,4.0
11131,7.0
11132,5.0
11134,7.0
11135,13.0
11136,5.0
11137,4.0
11138,4.0
11139,4.0
11140,7.0
11141,7.0
11143,14.0
11144,2.0
11145,4.0
11146,16.0
11147,5.0
11148,14.0
11149,4.0
11150,11.0
11151,4.0
11152,4.0
11153,4.0
11155,2.0
11156,16.0
11157,7.0
11158,11.0
11159,5.0
11160,4.0
11161,8.0
11163,13.0
11164,8.0
11165,5.0
11166,5.0
11167,8.0
11168,1.0
11169,2.0
11170,1.0
11171,5.0
11172,4.0
11173,7.0
11174,13.0
11175,4.0
11176,3.0
11177,10.0
11178,8.0
11179,1.0
11180,5.0
11181,7.0
11182,4.0
11183,4.0
11184,14.0
11185,4.0
11186,2.0
11187,5.0
11188,5.0
11189,5.0
11190,7.0
11191,5.0
11192,1.0
11193,4.0
11194,13.0
11195,4.0
11196,2.0
11197,7.0
11198,11.0
11199,4.0
11200,16.0
11201,8.0
11202,2.0
11203,2.0
11204,13.0
11205,8.0
11206,7.0
11207,5.0
11208,5.0
11209,16.0
11210,2.0
11211,7.0
11212,7.0
11213,14.0
11214,10.0
11215,7.0
11216,7.0
11217,2.0
11218,7.0
11219,5.0
11220,2.0
11221,7.0
11222,7.0
11223,0.0
11224,16.0
11225,4.0
11227,7.0
11228,7.0
11229,11.0
11230,3.0
11231,16.0
11232,11.0
11233,16.0
11234,2.0
11235,16.0
11236,5.0
11237,7.0
11238,16.0
11239,7.0
11241,13.0
11242,4.0
11243,14.0
11244,4.0
11245,7.0
11246,11.0
11247,4.0
11248,7.0
11249,5.0
11250,7.0
11251,8.0
11252,4.0
11253,2.0
11254,4.0
11255,2.0
11256,2.0
11257,16.0
11258,16.0
11259,11.0
11260,11.0
11261,2.0
11262,8.0
11263,5.0
11264,4.0
11265,2.0
11266,16.0
11267,7.0
11269,16.0
11270,2.0
11271,4.0
11272,7.0
11273,7.0
11274,4.0
11275,11.0
11276,7.0
11277,3.0
11278,16.0
11279,13.0
11280,7.0
11281,4.0
11282,7.0
11283,2.0
11284,5.0
11285,4.0
11286,5.0
11287,7.0
11288,13.0
11289,2.0
11290,2.0
11291,2.0
11292,2.0
11293,2.0
11295,7.0
11296,16.0
11298,14.0
11299,7.0
11300,7.0
11301,14.0
11302,13.0
11303,8.0
11304,12.0
11305,2.0
11306,16.0
11307,7.0
11308,2.0
11309,1.0
11310,7.0
11311,6.0
11312,4.0
11313,17.0
11315,7.0
11316,2.0
11317,7.0
11318,7.0
11319,4.0
11320,4.0
11321,4.0
11322,7.0
11323,5.0
11324,7.0
11325,16.0
11326,7.0
11327,2.0
11328,10.0
11329,13.0
11330,5.0
11331,2.0
11332,7.0
11333,7.0
11334,2.0
11335,2.0
11336,11.0
11337,16.0
11338,2.0
11339,4.0
11340,11.0
11341,4.0
11342,2.0
11343,16.0
11344,13.0
11345,4.0
11346,4.0
11348,3.0
11349,13.0
11350,7.0
11352,2.0
11353,7.0
11354,7.0
11355,5.0
11356,7.0
11357,2.0
11358,11.0
11359,7.0
11360,4.0
11361,7.0
11362,3.0
11363,5.0
11364,10.0
11365,4.0
11366,2.0
11367,2.0
11368,10.0
11369,10.0
11370,4.0
11371,16.0
11372,4.0
11373,16.0
11374,5.0
11375,2.0
11376,8.0
11377,2.0
11378,16.0
11379,7.0
11380,8.0
11381,10.0
11382,7.0
11383,10.0
11384,2.0
11385,2.0
11386,13.0
11387,2.0
11388,1.0
11389,1.0
11390,5.0
11391,16.0
11392,11.0
11393,8.0
11394,2.0
11395,13.0
11396,7.0
11397,4.0
11398,13.0
11399,7.0
11400,7.0
11401,4.0
11403,2.0
11404,1.0
11405,7.0
11406,11.0
11407,14.0
11408,2.0
11409,2.0
11410,2.0
11411,16.0
11412,2.0
11413,13.0
11414,7.0
11415,4.0
11416,8.0
11417,11.0
11418,5.0
11419,2.0
11420,5.0
11421,16.0
11422,7.0
11423,7.0
11424,7.0
11425,0.0
11426,8.0
11427,13.0
11428,16.0
11429,7.0
11430,7.0
11432,13.0
11433,4.0
11434,14.0
11435,2.0
11436,16.0
11437,7.0
11438,2.0
11439,2.0
11440,7.0
11441,13.0
11442,7.0
11443,11.0
11445,2.0
11446,16.0
11447,1.0
11448,16.0
11449,16.0
11450,7.0
11451,7.0
11452,16.0
11453,4.0
11454,13.0
11455,7.0
11456,14.0
11457,1.0
11460,7.0
11461,2.0
11462,4.0
11463,11.0
11465,5.0
11466,7.0
11467,2.0
11468,4.0
11469,2.0
11470,10.0
11471,5.0
11472,0.0
11473,4.0
11474,5.0
11475,2.0
11476,10.0
11477,11.0
11478,4.0
11479,7.0
11480,1.0
11481,7.0
11482,11.0
11483,16.0
11484,10.0
11485,4.0
11486,5.0
11487,5.0
11488,2.0
11489,2.0
11490,4.0
11491,2.0
11492,16.0
11493,14.0
11494,13.0
11495,2.0
11497,1.0
11498,2.0
11499,10.0
11500,5.0
11501,5.0
11502,4.0
11503,5.0
11504,5.0
11505,7.0
11506,7.0
11507,14.0
11508,7.0
11509,11.0
11510,4.0
11511,8.0
11512,7.0
11513,11.0
11514,11.0
11515,7.0
11516,13.0
11517,13.0
11518,17.0
11519,16.0
11521,16.0
11522,2.0
11523,5.0
11524,2.0
11525,7.0
11526,5.0
11527,16.0
11528,5.0
11529,11.0
11530,11.0
11531,10.0
11532,2.0
11533,10.0
11534,7.0
11535,1.0
11536,4.0
11537,3.0
11538,16.0
11539,5.0
11540,4.0
11541,16.0
11542,4.0
11543,16.0
11544,13.0
11545,13.0
11546,7.0
11547,10.0
11548,6.0
11549,7.0
11550,11.0
11551,10.0
11552,6.0
11553,2.0
11554,8.0
11555,13.0
11556,13.0
11557,13.0
11558,13.0
11559,11.0
11560,3.0
11561,7.0
11562,7.0
11563,16.0
11564,14.0
11565,7.0
11566,16.0
11567,2.0
11568,7.0
11570,10.0
11571,14.0
11572,2.0
11573,5.0
11574,2.0
11575,16.0
11576,5.0
11577,5.0
11578,2.0
11579,8.0
11580,13.0
11581,7.0
11582,5.0
11583,8.0
11584,11.0
11585,2.0
11586,11.0
11587,4.0
11588,4.0
11589,4.0
11590,13.0
11593,10.0
11594,10.0
11595,2.0
11596,7.0
11597,14.0
11598,2.0
11599,7.0
11600,13.0
11601,14.0
11602,4.0
11603,5.0
11604,2.0
11605,2.0
11606,2.0
11607,5.0
11608,5.0
11609,2.0
11610,7.0
11611,5.0
11612,1.0
11613,6.0
11614,7.0
11615,5.0
11616,13.0
11617,17.0
11618,13.0
11619,5.0
11621,7.0
11622,5.0
11623,5.0
11624,7.0
11625,13.0
11626,10.0
11627,7.0
11628,16.0
11629,11.0
11630,2.0
11631,2.0
11632,4.0
11633,13.0
11634,1.0
11635,5.0
11636,2.0
11637,7.0
11638,7.0
11639,4.0
11640,4.0
11641,4.0
11642,13.0
11643,7.0
11644,10.0
11645,11.0
11646,11.0
11647,5.0
11648,11.0
11649,2.0
11650,10.0
11651,4.0
11652,3.0
11653,11.0
11654,5.0
11655,14.0
11657,14.0
11658,2.0
11659,2.0
11660,8.0
11661,13.0
11662,4.0
11663,1.0
11664,7.0
11666,7.0
11667,5.0
11668,7.0
11669,13.0
11670,10.0
11671,2.0
11672,2.0
11673,2.0
11674,13.0
11675,11.0
11676,11.0
11677,7.0
11678,4.0
11679,10.0
11680,16.0
11681,17.0
11682,2.0
11683,2.0
11684,2.0
11685,2.0
11686,4.0
11687,5.0
11688,2.0
11690,13.0
11692,7.0
11693,16.0
11694,4.0
11695,7.0
11696,11.0
11698,7.0
11699,4.0
11700,2.0
11701,2.0
11702,4.0
11703,8.0
11704,16.0
11705,14.0
11706,7.0
11707,16.0
11708,2.0
11709,4.0
11710,16.0
11711,7.0
11712,7.0
11713,16.0
11714,16.0
11715,8.0
11716,7.0
11717,4.0
11718,8.0
11720,2.0
11721,2.0
11722,7.0
11723,7.0
11724,7.0
11725,11.0
11726,4.0
11727,7.0
11728,14.0
11729,11.0
11730,2.0
11732,16.0
11733,7.0
11734,7.0
11735,14.0
11736,1.0
11737,11.0
11738,2.0
11739,2.0
11740,1.0
11741,2.0
11742,14.0
11743,5.0
11744,5.0
11745,4.0
11746,4.0
11747,8.0
11748,4.0
11749,11.0
11750,14.0
11751,7.0
11752,7.0
11753,7.0
11754,7.0
11755,4.0
11756,7.0
11757,16.0
11758,2.0
11759,2.0
11760,17.0
11761,10.0
11762,13.0
11763,16.0
11764,2.0
11765,5.0
11766,13.0
11768,4.0
11769,4.0
11770,7.0
11771,5.0
11772,11.0
11773,5.0
11774,14.0
11775,7.0
11776,7.0
11777,16.0
11778,11.0
11779,2.0
11780,7.0
11781,4.0
11782,13.0
11783,1.0
11784,2.0
11785,7.0
11786,5.0
11788,2.0
11789,4.0
11790,5.0
11791,4.0
11792,2.0
11793,13.0
11795,4.0
11797,7.0
11798,7.0
11799,3.0
11800,2.0
11801,16.0
11802,7.0
11803,7.0
11804,4.0
11805,7.0
11806,2.0
11807,10.0
11808,2.0
11809,13.0
11810,5.0
11811,4.0
11812,4.0
11813,4.0
11814,14.0
11815,5.0
11816,16.0
11817,13.0
11818,4.0
11819,4.0
11820,2.0
11821,4.0
11822,7.0
11823,11.0
11824,1.0
11826,5.0
11827,5.0
11828,13.0
11829,7.0
11830,11.0
11831,7.0
11832,7.0
11833,8.0
11834,1.0
11835,2.0
11836,13.0
11837,5.0
11838,13.0
11839,13.0
11840,5.0
11841,4.0
11842,2.0
11843,4.0
11844,2.0
11845,16.0
11846,8.0
11847,16.0
11848,4.0
11849,2.0
11850,14.0
11851,16.0
11852,16.0
11853,10.0
11854,7.0
11855,5.0
11856,5.0
11857,4.0
11858,2.0
11860,7.0
11861,8.0
11862,7.0
11863,16.0
11864,13.0
11865,5.0
11866,7.0
11867,13.0
11868,7.0
11869,6.0
11870,7.0
11871,6.0
11873,2.0
11874,7.0
11875,2.0
11877,4.0
11878,4.0
11879,7.0
11880,7.0
11881,4.0
11882,16.0
11883,7.0
11884,5.0
11885,4.0
11886,7.0
11887,10.0
11888,4.0
11890,7.0
11891,7.0
11892,2.0
11893,4.0
11894,8.0
11895,14.0
11896,11.0
11897,10.0
11898,2.0
11899,5.0
11900,2.0
11902,8.0
11903,2.0
11904,7.0
11905,5.0
11906,5.0
11907,2.0
11908,16.0
11909,4.0
11910,5.0
11911,2.0
11912,7.0
11913,4.0
11914,8.0
11915,2.0
11916,7.0
11917,7.0
11918,5.0
11919,5.0
11920,14.0
11921,7.0
11922,8.0
11923,7.0
11925,7.0
11926,16.0
11927,14.0
11928,4.0
11929,7.0
11930,2.0
11931,1.0
11932,5.0
11933,5.0
11934,7.0
11935,4.0
11936,11.0
11937,2.0
11938,13.0
11939,2.0
11940,4.0
11942,14.0
11943,4.0
11944,11.0
11945,16.0
11946,2.0
11947,8.0
11948,2.0
11949,8.0
11950,7.0
11951,7.0
11952,4.0
11953,4.0
11954,2.0
11955,7.0
11956,7.0
11957,7.0
11958,7.0
11959,7.0
11960,4.0
11961,4.0
11962,11.0
11963,2.0
11964,11.0
11965,5.0
11966,16.0
11967,13.0
11968,1.0
11969,2.0
11970,8.0
11971,11.0
11972,7.0
11973,4.0
11974,8.0
11975,4.0
11976,5.0
11977,7.0
11978,4.0
11979,7.0
11980,2.0
11981,10.0
11982,5.0
11983,14.0
11984,5.0
11985,13.0
11986,16.0
11987,16.0
11988,2.0
11989,2.0
11990,3.0
11991,1.0
11992,1.0
11994,2.0
11995,7.0
11996,11.0
11997,4.0
11998,2.0
11999,10.0
12000,11.0
12001,8.0
12002,16.0
12003,4.0
12004,7.0
12005,16.0
12006,2.0
12007,4.0
12008,13.0
12009,5.0
12010,7.0
12012,2.0
12013,4.0
12015,13.0
12016,16.0
12017,7.0
12018,16.0
12020,2.0
12021,2.0
12022,13.0
12023,13.0
12024,4.0
12025,13.0
12026,2.0
12027,7.0
12029,8.0
12030,11.0
12031,13.0
12032,16.0
12033,16.0
12034,7.0
12035,7.0
12036,7.0
12037,13.0
12038,7.0
12039,13.0
12040,2.0
12042,2.0
12043,11.0
12044,7.0
12045,2.0
12046,7.0
12047,4.0
12048,1.0
12049,2.0
12050,8.0
12051,11.0
12052,2.0
12053,7.0
12054,5.0
12055,13.0
12056,3.0
12057,1.0
12059,7.0
12060,7.0
12061,5.0
12062,8.0
12063,5.0
12064,11.0
12065,2.0
12066,7.0
12067,7.0
12068,7.0
12069,13.0
12070,3.0
12071,16.0
12073,5.0
12074,8.0
12075,11.0
12076,2.0
12077,5.0
12078,2.0
12079,11.0
12080,5.0
12081,2.0
12082,14.0
12083,7.0
12084,16.0
12085,7.0
12086,4.0
12087,4.0
12088,7.0
12089,11.0
12090,5.0
12091,13.0
12092,4.0
12093,7.0
12094,13.0
12095,5.0
12096,16.0
12097,4.0
12098,1.0
12099,16.0
12100,4.0
12101,5.0
12102,1.0
12103,7.0
12104,7.0
12105,7.0
12106,8.0
12107,13.0
12108,11.0
12109,2.0
12110,16.0
12111,16.0
12112,7.0
12113,5.0
12114,2.0
12116,4.0
12117,16.0
12118,4.0
12119,4.0
12120,2.0
12121,2.0
12122,2.0
12123,2.0
12124,2.0
12125,2.0
12126,13.0
12127,7.0
12128,2.0
12129,11.0
12130,17.0
12131,7.0
12132,13.0
12133,5.0
12134,7.0
12135,4.0
12138,4.0
12139,1.0
12140,13.0
12141,4.0
12142,7.0
12143,2.0
12144,1.0
12145,14.0
12146,2.0
12147,13.0
12148,1.0
12149,7.0
12150,8.0
12151,2.0
12152,4.0
12153,13.0
12154,7.0
12155,16.0
12156,14.0
12157,8.0
12158,3.0
12159,5.0
12160,11.0
12161,13.0
12162,2.0
12163,16.0
12164,11.0
12165,7.0
12166,5.0
12167,2.0
12168,4.0
12170,7.0
12171,10.0
12172,11.0
12173,2.0
12174,13.0
12176,2.0
12177,4.0
12178,8.0
12179,16.0
12180,11.0
12181,8.0
12182,4.0
12183,5.0
12184,4.0
12185,2.0
12186,13.0
12188,2.0
12189,16.0
12190,5.0
12191,7.0
12193,2.0
12194,5.0
12195,13.0
12196,5.0
12197,14.0
12198,7.0
12199,2.0
12200,4.0
12201,5.0
12202,7.0
12203,16.0
12204,7.0
12205,1.0
12206,7.0
12207,2.0
12208,16.0
12209,3.0
12210,7.0
12211,5.0
12212,8.0
12213,14.0
12214,3.0
12215,7.0
12216,13.0
12217,1.0
12218,13.0
12219,16.0
12220,7.0
12221,16.0
12222,1.0
12223,5.0
12224,7.0
12225,7.0
12226,1.0
12227,5.0
12228,7.0
12229,16.0
12230,10.0
12231,7.0
12232,10.0
12233,1.0
12234,2.0
12235,7.0
12236,5.0
12237,7.0
12238,2.0
12239,7.0
12240,4.0
12241,14.0
12242,16.0
12243,11.0
12244,4.0
12245,5.0
12246,13.0
12247,6.0
12248,13.0
12249,2.0
12250,8.0
12251,5.0
12253,0.0
12254,7.0
12255,16.0
12256,6.0
12257,7.0
12258,7.0
12259,8.0
12260,8.0
12261,7.0
12262,13.0
12263,5.0
12264,2.0
12265,4.0
12266,16.0
12267,4.0
12268,2.0
12269,5.0
12271,3.0
12272,2.0
12273,4.0
12274,2.0
12275,2.0
12276,2.0
12277,2.0
12279,8.0
12280,4.0
12281,7.0
12282,7.0
12283,2.0
12284,7.0
12285,14.0
12286,10.0
12287,11.0
12288,7.0
12289,13.0
12290,4.0
12291,4.0
12292,4.0
12293,16.0
12294,7.0
12295,4.0
12296,16.0
12297,17.0
12298,4.0
12299,2.0
12300,4.0
12301,8.0
12302,14.0
12303,11.0
12304,2.0
12305,2.0
12306,10.0
12307,7.0
12308,13.0
12309,4.0
12310,11.0
12311,5.0
12312,2.0
12314,2.0
12315,7.0
12316,16.0
12317,4.0
12320,16.0
12321,5.0
12322,4.0
12324,7.0
12325,4.0
12326,7.0
12327,2.0
12328,7.0
12329,8.0
12330,13.0
12331,2.0
12332,2.0
12333,13.0
12334,5.0
12335,5.0
12336,5.0
12337,2.0
12338,13.0
12339,2.0
12340,4.0
12341,7.0
12342,5.0
12344,7.0
12345,7.0
12346,2.0
12347,2.0
12348,10.0
12349,4.0
12350,4.0
12351,16.0
12352,16.0
12353,2.0
12354,2.0
12355,8.0
12356,14.0
12357,1.0
12358,7.0
12359,13.0
12360,2.0
12361,7.0
12362,16.0
12363,2.0
12364,2.0
12365,7.0
12366,13.0
12367,17.0
12368,5.0
12369,7.0
12370,1.0
12371,2.0
12372,16.0
12373,6.0
12374,13.0
12375,2.0
12376,13.0
12377,13.0
12378,16.0
12379,5.0
12380,7.0
12381,2.0
12383,16.0
12384,13.0
12386,10.0
12387,13.0
12388,11.0
12389,7.0
12390,5.0
12391,14.0
12392,7.0
12393,4.0
12394,2.0
12395,2.0
12396,7.0
12397,1.0
12398,5.0
12399,13.0
12400,5.0
12401,7.0
12402,0.0
12403,5.0
12404,4.0
12406,4.0
12407,8.0
12408,7.0
12409,7.0
12410,1.0
12411,8.0
12412,13.0
12414,13.0
12415,1.0
12416,2.0
12417,5.0
12418,4.0
12419,11.0
12420,7.0
12421,4.0
12422,12.0
12423,2.0
12424,2.0
12425,4.0
12426,1.0
12427,16.0
12428,7.0
12429,13.0
12430,2.0
12431,16.0
12432,5.0
12433,5.0
12434,5.0
12435,7.0
12436,5.0
12437,2.0
12438,2.0
12439,13.0
12440,5.0
12441,5.0
12442,4.0
12443,4.0
12444,5.0
12445,13.0
12446,5.0
12447,7.0
12448,4.0
12449,16.0
12450,17.0
12451,7.0
12452,13.0
12453,7.0
12454,1.0
12455,7.0
12456,2.0
12457,11.0
12458,7.0
12459,11.0
12460,13.0
12461,10.0
12462,8.0
12463,7.0
12464,7.0
12465,8.0
12466,1.0
12467,7.0
12468,5.0
12469,10.0
12470,2.0
12471,4.0
12472,7.0
12473,7.0
12474,11.0
12475,2.0
12477,4.0
12478,5.0
12479,1.0
12480,16.0
12481,2.0
12483,11.0
12484,2.0
12485,7.0
12486,13.0
12487,7.0
12488,4.0
12489,4.0
12490,11.0
12491,4.0
12492,4.0
12493,4.0
12494,4.0
12495,3.0
12496,8.0
12497,5.0
12498,13.0
12499,7.0
12500,8.0
12501,4.0
12502,5.0
12504,0.0
12505,2.0
12506,4.0
12507,7.0
12508,7.0
12509,13.0
12510,7.0
12511,1.0
12512,4.0
12513,2.0
12514,2.0
12515,14.0
12516,2.0
12517,2.0
12518,4.0
12519,2.0
12520,8.0
12521,10.0
12522,2.0
12523,4.0
12524,5.0
12525,13.0
12526,13.0
12527,2.0
12529,7.0
12530,2.0
12531,7.0
12532,4.0
12533,5.0
12534,16.0
12535,7.0
12536,7.0
12537,11.0
12539,7.0
12540,1.0
12541,8.0
12542,5.0
12543,7.0
12544,5.0
12545,2.0
12546,3.0
12547,2.0
12548,5.0
12549,14.0
12550,2.0
12551,7.0
12552,10.0
12553,4.0
12554,2.0
12555,7.0
12556,16.0
12557,4.0
12558,5.0
12559,7.0
12560,5.0
12561,7.0
12562,16.0
12563,7.0
12564,7.0
12565,4.0
12566,4.0
12567,4.0
12568,13.0
12569,13.0
12570,7.0
12571,16.0
12572,11.0
12573,4.0
12574,13.0
12575,1.0
12576,2.0
12577,4.0
12578,2.0
12579,2.0
12580,16.0
12582,2.0
12583,7.0
12584,16.0
12585,16.0
12586,5.0
12587,2.0
12588,5.0
12589,2.0
12590,10.0
12591,7.0
12592,4.0
12593,1.0
12594,7.0
12595,5.0
12596,2.0
12597,2.0
12598,2.0
12599,13.0
12600,4.0
12601,3.0
12602,7.0
12603,14.0
12604,1.0
12605,16.0
12606,13.0
12607,4.0
12608,5.0
12609,4.0
12611,4.0
12612,1.0
12613,16.0
12615,16.0
12616,4.0
12617,7.0
12618,4.0
12620,0.0
12621,2.0
12622,7.0
12623,14.0
12624,5.0
12625,2.0
12626,7.0
12627,2.0
12628,5.0
12629,4.0
12630,7.0
12631,12.0
12632,7.0
12633,13.0
12634,5.0
12635,8.0
12636,5.0
12637,4.0
12638,4.0
12639,7.0
12640,16.0
12643,2.0
12644,5.0
12645,4.0
12646,3.0
12647,3.0
12648,4.0
12649,7.0
12650,8.0
12651,11.0
12652,4.0
12653,8.0
12654,7.0
